lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
10,2,DNF,3,469,52,29,[16; 17],14,0.697444,0.538462,3,[(NOT X1) AND X5 < 61.500000] OR [X2 >= 1.650000],{'0.0': {'precision': 0.3853211009174312; 'recall': 0.631578947368421; 'f1-score': 0.4786324786324786; 'support': 133}; '1.0': {'precision': 0.8047808764940239; 'recall': 0.6011904761904762; 'f1-score': 0.68824531516184; 'support': 336}; 'accuracy': 0.6098081023454158; 'macro avg': {'precision': 0.5950509887057276; 'recall': 0.6163847117794485; 'f1-score': 0.5834388968971593; 'support': 469}; 'weighted avg': {'precision': 0.6858295968529006; 'recall': 0.6098081023454158; 'f1-score': 0.6288028689818718; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.6; 'f1-score': 0.42857142857142855; 'support': 15}; '1.0': {'precision': 0.76; 'recall': 0.5135135135135135; 'f1-score': 0.6129032258064517; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5466666666666666; 'recall': 0.5567567567567567; 'f1-score': 0.5207373271889402; 'support': 52}; 'weighted avg': {'precision': 0.636923076923077; 'recall': 0.5384615384615384; 'f1-score': 0.5597305919886566; 'support': 52}}
10,2,DNF,4,469,52,29,[16; 17],14,0.682050,0.711538,2,[X5 >= 61.500000] OR [X5 < 61.500000],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,2,DNF,5,469,52,29,[16; 17],14,0.690165,0.673077,2,[X9 >= 0.895000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.328125; 'recall': 0.15789473684210525; 'f1-score': 0.21319796954314718; 'support': 133}; '1.0': {'precision': 0.7234567901234568; 'recall': 0.8720238095238095; 'f1-score': 0.7908232118758435; 'support': 336}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.5257908950617284; 'recall': 0.5149592731829574; 'f1-score': 0.5020105907094954; 'support': 469}; 'weighted avg': {'precision': 0.6113477750138196; 'recall': 0.6695095948827292; 'f1-score': 0.6270190386770192; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.06666666666666667; 'f1-score': 0.10526315789473685; 'support': 15}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.918918918918919; 'f1-score': 0.8000000000000002; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.4791666666666667; 'recall': 0.4927927927927928; 'f1-score': 0.4526315789473685; 'support': 52}; 'weighted avg': {'precision': 0.5761217948717949; 'recall': 0.6730769230769231; 'f1-score': 0.599595141700405; 'support': 52}}
10,2,DNF,6,469,52,29,[16; 17],14,0.706343,0.711538,4,[X6 >= 59.500000] OR [X4 >= 211.500000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.4008097165991903; 'recall': 0.7443609022556391; 'f1-score': 0.5210526315789474; 'support': 133}; '1.0': {'precision': 0.8468468468468469; 'recall': 0.5595238095238095; 'f1-score': 0.6738351254480287; 'support': 336}; 'accuracy': 0.6119402985074627; 'macro avg': {'precision': 0.6238282817230185; 'recall': 0.6519423558897244; 'f1-score': 0.5974438785134881; 'support': 469}; 'weighted avg': {'precision': 0.7203587054333322; 'recall': 0.6119402985074627; 'f1-score': 0.6305087465896325; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.8; 'f1-score': 0.6153846153846154; 'support': 15}; '1.0': {'precision': 0.8928571428571429; 'recall': 0.6756756756756757; 'f1-score': 0.7692307692307693; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6964285714285714; 'recall': 0.7378378378378379; 'f1-score': 0.6923076923076923; 'support': 52}; 'weighted avg': {'precision': 0.779532967032967; 'recall': 0.7115384615384616; 'f1-score': 0.7248520710059172; 'support': 52}}
10,2,DNF,7,469,52,29,[16; 17],14,0.673028,0.557692,4,[X5 < 61.500000 AND X6 < 59.500000 AND X9 >= 0.895000] OR [X2 >= 1.650000],{'0.0': {'precision': 0.32231404958677684; 'recall': 0.2932330827067669; 'f1-score': 0.30708661417322836; 'support': 133}; '1.0': {'precision': 0.7298850574712644; 'recall': 0.7559523809523809; 'f1-score': 0.7426900584795321; 'support': 336}; 'accuracy': 0.6247334754797441; 'macro avg': {'precision': 0.5260995535290206; 'recall': 0.5245927318295739; 'f1-score': 0.5248883363263802; 'support': 469}; 'weighted avg': {'precision': 0.6143052194144695; 'recall': 0.6247334754797441; 'f1-score': 0.6191607235269981; 'support': 469}},{'0.0': {'precision': 0.21428571428571427; 'recall': 0.2; 'f1-score': 0.20689655172413796; 'support': 15}; '1.0': {'precision': 0.6842105263157895; 'recall': 0.7027027027027027; 'f1-score': 0.6933333333333334; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.4492481203007519; 'recall': 0.4513513513513514; 'f1-score': 0.45011494252873563; 'support': 52}; 'weighted avg': {'precision': 0.5486552920763448; 'recall': 0.5576923076923077; 'f1-score': 0.5530150309460655; 'support': 52}}
10,2,DNF,8,469,52,29,[16; 17],14,0.670314,0.653846,4,[X1 AND X4 >= 211.500000 AND X9 >= 0.895000] OR [X2 >= 1.650000],{'0.0': {'precision': 0.42168674698795183; 'recall': 0.7894736842105263; 'f1-score': 0.5497382198952879; 'support': 133}; '1.0': {'precision': 0.8727272727272727; 'recall': 0.5714285714285714; 'f1-score': 0.6906474820143884; 'support': 336}; 'accuracy': 0.6332622601279317; 'macro avg': {'precision': 0.6472070098576123; 'recall': 0.6804511278195489; 'f1-score': 0.6201928509548382; 'support': 469}; 'weighted avg': {'precision': 0.7448202579653758; 'recall': 0.6332622601279317; 'f1-score': 0.6506881390253898; 'support': 469}},{'0.0': {'precision': 0.44; 'recall': 0.7333333333333333; 'f1-score': 0.5499999999999999; 'support': 15}; '1.0': {'precision': 0.8518518518518519; 'recall': 0.6216216216216216; 'f1-score': 0.7187499999999999; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6459259259259259; 'recall': 0.6774774774774774; 'f1-score': 0.6343749999999999; 'support': 52}; 'weighted avg': {'precision': 0.733048433048433; 'recall': 0.6538461538461539; 'f1-score': 0.6700721153846152; 'support': 52}}
10,2,DNF,9,469,52,29,[16; 17],14,0.835107,0.615385,3,[X5 >= 61.500000 AND X6 >= 59.500000] OR [X9 < 0.895000],{'0.0': {'precision': 0.4177215189873418; 'recall': 0.7443609022556391; 'f1-score': 0.5351351351351352; 'support': 133}; '1.0': {'precision': 0.853448275862069; 'recall': 0.5892857142857143; 'f1-score': 0.6971830985915491; 'support': 336}; 'accuracy': 0.6332622601279317; 'macro avg': {'precision': 0.6355848974247054; 'recall': 0.6668233082706767; 'f1-score': 0.6161591168633422; 'support': 469}; 'weighted avg': {'precision': 0.7298839716737135; 'recall': 0.6332622601279317; 'f1-score': 0.6512291985068945; 'support': 469}},{'0.0': {'precision': 0.391304347826087; 'recall': 0.6; 'f1-score': 0.47368421052631576; 'support': 15}; '1.0': {'precision': 0.7931034482758621; 'recall': 0.6216216216216216; 'f1-score': 0.696969696969697; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5922038980509745; 'recall': 0.6108108108108108; 'f1-score': 0.5853269537480064; 'support': 52}; 'weighted avg': {'precision': 0.6771998616076578; 'recall': 0.6153846153846154; 'f1-score': 0.6325604220341062; 'support': 52}}
10,2,DNF,0,468,53,14,[33; 34],14,0.382331,0.716981,3,[X1 AND X6 >= 59.500000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.45365853658536587; 'recall': 0.6992481203007519; 'f1-score': 0.5502958579881657; 'support': 133}; '1.0': {'precision': 0.8479087452471483; 'recall': 0.6656716417910448; 'f1-score': 0.745819397993311; 'support': 335}; 'accuracy': 0.6752136752136753; 'macro avg': {'precision': 0.6507836409162571; 'recall': 0.6824598810458984; 'f1-score': 0.6480576279907384; 'support': 468}; 'weighted avg': {'precision': 0.7358675534693341; 'recall': 0.6752136752136753; 'f1-score': 0.6902539475217633; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.6; 'f1-score': 0.5454545454545454; 'support': 15}; '1.0': {'precision': 0.8285714285714286; 'recall': 0.7631578947368421; 'f1-score': 0.7945205479452055; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6642857142857144; 'recall': 0.6815789473684211; 'f1-score': 0.6699875466998755; 'support': 53}; 'weighted avg': {'precision': 0.7355795148247979; 'recall': 0.7169811320754716; 'f1-score': 0.7240301698818111; 'support': 53}}
10,2,DNF,1,469,52,14,[33; 34],14,0.390493,0.673077,2,[X9 < 0.895000] OR [X1],{'0.0': {'precision': 0.4444444444444444; 'recall': 0.23880597014925373; 'f1-score': 0.3106796116504854; 'support': 134}; '1.0': {'precision': 0.743073047858942; 'recall': 0.8805970149253731; 'f1-score': 0.8060109289617485; 'support': 335}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.5937587461516932; 'recall': 0.5597014925373134; 'f1-score': 0.5583452703061169; 'support': 469}; 'weighted avg': {'precision': 0.6577505897405141; 'recall': 0.697228144989339; 'f1-score': 0.6644876954442448; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.14285714285714285; 'f1-score': 0.19047619047619047; 'support': 14}; '1.0': {'precision': 0.7333333333333333; 'recall': 0.868421052631579; 'f1-score': 0.7951807228915663; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5095238095238095; 'recall': 0.5056390977443609; 'f1-score': 0.49282845668387837; 'support': 52}; 'weighted avg': {'precision': 0.6128205128205128; 'recall': 0.6730769230769231; 'f1-score': 0.632375656472042; 'support': 52}}
10,2,DNF,2,469,52,14,[33; 34],14,0.388669,0.730769,2,[] OR [X1 AND X4 >= 211.500000],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
10,2,DNF,3,469,52,14,[33; 34],14,0.369945,0.653846,2,[X1] OR [X4 < 211.500000],{'0.0': {'precision': 0.18181818181818182; 'recall': 0.06015037593984962; 'f1-score': 0.09039548022598869; 'support': 133}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.8928571428571429; 'f1-score': 0.7884362680683312; 'support': 336}; 'accuracy': 0.6567164179104478; 'macro avg': {'precision': 0.44385026737967914; 'recall': 0.47650375939849626; 'f1-score': 0.43941587414715993; 'support': 469}; 'weighted avg': {'precision': 0.5572671402346556; 'recall': 0.6567164179104478; 'f1-score': 0.5904844028593086; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.06666666666666667; 'f1-score': 0.1; 'support': 15}; '1.0': {'precision': 0.7021276595744681; 'recall': 0.8918918918918919; 'f1-score': 0.7857142857142857; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.451063829787234; 'recall': 0.47927927927927927; 'f1-score': 0.44285714285714284; 'support': 52}; 'weighted avg': {'precision': 0.5572831423895254; 'recall': 0.6538461538461539; 'f1-score': 0.5879120879120878; 'support': 52}}
10,2,DNF,4,469,52,14,[33; 34],14,0.412415,0.557692,3,[X4 >= 211.500000 AND X9 >= 0.895000] OR [X1],{'0.0': {'precision': 0.4; 'recall': 0.2857142857142857; 'f1-score': 0.3333333333333333; 'support': 133}; '1.0': {'precision': 0.7459893048128342; 'recall': 0.8303571428571429; 'f1-score': 0.7859154929577464; 'support': 336}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.5729946524064171; 'recall': 0.5580357142857143; 'f1-score': 0.5596244131455399; 'support': 469}; 'weighted avg': {'precision': 0.6478729347912843; 'recall': 0.67590618336887; 'f1-score': 0.6575712984373905; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.13333333333333333; 'f1-score': 0.14814814814814814; 'support': 15}; '1.0': {'precision': 0.675; 'recall': 0.7297297297297297; 'f1-score': 0.7012987012987014; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.42083333333333334; 'recall': 0.4315315315315315; 'f1-score': 0.4247234247234248; 'support': 52}; 'weighted avg': {'precision': 0.5283653846153846; 'recall': 0.5576923076923077; 'f1-score': 0.5417360417360417; 'support': 52}}
10,2,DNF,5,469,52,14,[33; 34],14,0.378088,0.653846,3,[(NOT X1)] OR [X1 AND X4 >= 211.500000],{'0.0': {'precision': 0.40476190476190477; 'recall': 0.5112781954887218; 'f1-score': 0.45182724252491696; 'support': 133}; '1.0': {'precision': 0.7840531561461794; 'recall': 0.7023809523809523; 'f1-score': 0.7409733124018839; 'support': 336}; 'accuracy': 0.6481876332622601; 'macro avg': {'precision': 0.5944075304540422; 'recall': 0.606829573934837; 'f1-score': 0.5964002774634004; 'support': 469}; 'weighted avg': {'precision': 0.6764929505297433; 'recall': 0.6481876332622601; 'f1-score': 0.658976665720356; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.6; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8064516129032258; 'recall': 0.6756756756756757; 'f1-score': 0.7352941176470588; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6175115207373272; 'recall': 0.6378378378378378; 'f1-score': 0.6176470588235294; 'support': 52}; 'weighted avg': {'precision': 0.6974477135767458; 'recall': 0.6538461538461539; 'f1-score': 0.667420814479638; 'support': 52}}
10,2,DNF,6,469,52,14,[33; 34],14,0.388950,0.711538,1,[] OR [X9 < 0.895000],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,2,DNF,7,469,52,14,[33; 34],14,0.468946,0.615385,3,[X4 >= 211.500000] OR [X2 >= 1.650000 AND X9 < 0.895000],{'0.0': {'precision': 0.46296296296296297; 'recall': 0.7518796992481203; 'f1-score': 0.5730659025787965; 'support': 133}; '1.0': {'precision': 0.8695652173913043; 'recall': 0.6547619047619048; 'f1-score': 0.7470288624787776; 'support': 336}; 'accuracy': 0.6823027718550106; 'macro avg': {'precision': 0.6662640901771336; 'recall': 0.7033208020050126; 'f1-score': 0.6600473825287871; 'support': 469}; 'weighted avg': {'precision': 0.7542601004638643; 'recall': 0.6823027718550106; 'f1-score': 0.6976960828056487; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.6666666666666666; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8148148148148148; 'recall': 0.5945945945945946; 'f1-score': 0.6875; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.6074074074074074; 'recall': 0.6306306306306306; 'f1-score': 0.59375; 'support': 52}; 'weighted avg': {'precision': 0.6951566951566951; 'recall': 0.6153846153846154; 'f1-score': 0.6334134615384616; 'support': 52}}
10,2,DNF,8,469,52,14,[33; 34],14,0.359803,0.615385,3,[X1] OR [X2 < 1.650000 AND X9 < 0.895000],{'0.0': {'precision': 0.39080459770114945; 'recall': 0.2556390977443609; 'f1-score': 0.3090909090909091; 'support': 133}; '1.0': {'precision': 0.7408376963350786; 'recall': 0.8422619047619048; 'f1-score': 0.7883008356545961; 'support': 336}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.565821147018114; 'recall': 0.5489505012531328; 'f1-score': 0.5486958723727526; 'support': 469}; 'weighted avg': {'precision': 0.6415745788120241; 'recall': 0.67590618336887; 'f1-score': 0.6524054833454909; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; '1.0': {'precision': 0.7073170731707317; 'recall': 0.7837837837837838; 'f1-score': 0.7435897435897435; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.4900221729490022; 'recall': 0.49189189189189186; 'f1-score': 0.4871794871794871; 'support': 52}; 'weighted avg': {'precision': 0.5819546307351184; 'recall': 0.6153846153846154; 'f1-score': 0.5956607495069033; 'support': 52}}
10,2,DNF,9,469,52,14,[33; 34],14,0.365650,0.692308,3,[X4 >= 211.500000 AND X6 >= 59.500000] OR [X1],{'0.0': {'precision': 0.4157303370786517; 'recall': 0.2781954887218045; 'f1-score': 0.33333333333333337; 'support': 133}; '1.0': {'precision': 0.7473684210526316; 'recall': 0.8452380952380952; 'f1-score': 0.7932960893854749; 'support': 336}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.5815493790656416; 'recall': 0.5617167919799498; 'f1-score': 0.5633147113594041; 'support': 469}; 'weighted avg': {'precision': 0.6533218002241895; 'recall': 0.6844349680170576; 'f1-score': 0.6628588899080019; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.4; 'f1-score': 0.42857142857142855; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8108108108108109; 'f1-score': 0.7894736842105263; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6153846153846154; 'recall': 0.6054054054054054; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6804733727810651; 'recall': 0.6923076923076923; 'f1-score': 0.6853672643146328; 'support': 52}}
10,2,DNF,0,468,53,7,[66; 67],14,0.395768,0.698113,3,[X4 >= 211.500000 AND X6 >= 59.500000] OR [X1],{'0.0': {'precision': 0.42105263157894735; 'recall': 0.3007518796992481; 'f1-score': 0.35087719298245607; 'support': 133}; '1.0': {'precision': 0.7506702412868632; 'recall': 0.835820895522388; 'f1-score': 0.7909604519774012; 'support': 335}; 'accuracy': 0.6837606837606838; 'macro avg': {'precision': 0.5858614364329053; 'recall': 0.5682863876108181; 'f1-score': 0.5709188224799286; 'support': 468}; 'weighted avg': {'precision': 0.6569968607502119; 'recall': 0.6837606837606838; 'f1-score': 0.6658940557245642; 'support': 468}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.2; 'f1-score': 0.27272727272727276; 'support': 15}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8947368421052632; 'f1-score': 0.8095238095238095; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.5838509316770186; 'recall': 0.5473684210526316; 'f1-score': 0.5411255411255411; 'support': 53}; 'weighted avg': {'precision': 0.6512363764209539; 'recall': 0.6981132075471698; 'f1-score': 0.6576002613738463; 'support': 53}}
10,2,DNF,1,469,52,7,[67; 67],14,0.388274,0.730769,2,[] OR [X1 AND X5 < 61.500000],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 14}; '1.0': {'precision': 0.7307692307692307; 'recall': 1.0; 'f1-score': 0.8444444444444443; 'support': 38}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.36538461538461536; 'recall': 0.5; 'f1-score': 0.42222222222222217; 'support': 52}; 'weighted avg': {'precision': 0.5340236686390532; 'recall': 0.7307692307692307; 'f1-score': 0.6170940170940169; 'support': 52}}
10,2,DNF,2,469,52,7,[67; 67],14,0.475307,0.653846,2,[X4 >= 211.500000] OR [X9 < 0.895000],{'0.0': {'precision': 0.4666666666666667; 'recall': 0.6268656716417911; 'f1-score': 0.535031847133758; 'support': 134}; '1.0': {'precision': 0.8269896193771626; 'recall': 0.7134328358208956; 'f1-score': 0.766025641025641; 'support': 335}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.6468281430219147; 'recall': 0.6701492537313434; 'f1-score': 0.6505287440796994; 'support': 469}; 'weighted avg': {'precision': 0.7240402043170209; 'recall': 0.6886993603411514; 'f1-score': 0.7000274141993886; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.42857142857142855; 'f1-score': 0.39999999999999997; 'support': 14}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.7368421052631579; 'f1-score': 0.7567567567567567; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5763888888888888; 'recall': 0.5827067669172932; 'f1-score': 0.5783783783783784; 'support': 52}; 'weighted avg': {'precision': 0.6693376068376069; 'recall': 0.6538461538461539; 'f1-score': 0.6607068607068606; 'support': 52}}
10,2,DNF,3,469,52,7,[67; 67],14,0.409483,0.576923,2,[X2 >= 1.650000] OR [X9 < 0.895000],{'0.0': {'precision': 0.4460093896713615; 'recall': 0.7142857142857143; 'f1-score': 0.5491329479768786; 'support': 133}; '1.0': {'precision': 0.8515625; 'recall': 0.6488095238095238; 'f1-score': 0.7364864864864866; 'support': 336}; 'accuracy': 0.6673773987206824; 'macro avg': {'precision': 0.6487859448356808; 'recall': 0.6815476190476191; 'f1-score': 0.6428097172316827; 'support': 469}; 'weighted avg': {'precision': 0.736554901548595; 'recall': 0.6673773987206824; 'f1-score': 0.6833563785509261; 'support': 469}},{'0.0': {'precision': 0.37037037037037035; 'recall': 0.6666666666666666; 'f1-score': 0.47619047619047616; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.5405405405405406; 'f1-score': 0.6451612903225806; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5851851851851853; 'recall': 0.6036036036036037; 'f1-score': 0.5606758832565284; 'support': 52}; 'weighted avg': {'precision': 0.6760683760683761; 'recall': 0.5769230769230769; 'f1-score': 0.5964197093229351; 'support': 52}}
10,2,DNF,4,469,52,7,[67; 67],14,0.532090,0.615385,2,[X4 >= 211.500000] OR [X1],{'0.0': {'precision': 0.5; 'recall': 0.2556390977443609; 'f1-score': 0.3383084577114428; 'support': 133}; '1.0': {'precision': 0.7531172069825436; 'recall': 0.8988095238095238; 'f1-score': 0.819538670284939; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6265586034912718; 'recall': 0.5772243107769424; 'f1-score': 0.5789235639981909; 'support': 469}; 'weighted avg': {'precision': 0.6813377005248074; 'recall': 0.7164179104477612; 'f1-score': 0.6830704010476788; 'support': 469}},{'0.0': {'precision': 0.14285714285714285; 'recall': 0.06666666666666667; 'f1-score': 0.09090909090909091; 'support': 15}; '1.0': {'precision': 0.6888888888888889; 'recall': 0.8378378378378378; 'f1-score': 0.7560975609756098; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.41587301587301584; 'recall': 0.45225225225225224; 'f1-score': 0.42350332594235035; 'support': 52}; 'weighted avg': {'precision': 0.5313797313797314; 'recall': 0.6153846153846154; 'f1-score': 0.5642162715333447; 'support': 52}}
10,2,DNF,5,469,52,7,[67; 67],14,0.469074,0.750000,2,[X1] OR [X9 < 0.895000],{'0.0': {'precision': 0.4084507042253521; 'recall': 0.21804511278195488; 'f1-score': 0.28431372549019607; 'support': 133}; '1.0': {'precision': 0.7386934673366834; 'recall': 0.875; 'f1-score': 0.8010899182561307; 'support': 336}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.5735720857810178; 'recall': 0.5465225563909775; 'f1-score': 0.5427018218731634; 'support': 469}; 'weighted avg': {'precision': 0.645042534514067; 'recall': 0.6886993603411514; 'f1-score': 0.6545414456807164; 'support': 469}},{'0.0': {'precision': 0.625; 'recall': 0.3333333333333333; 'f1-score': 0.43478260869565216; 'support': 15}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.918918918918919; 'f1-score': 0.8395061728395061; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6988636363636364; 'recall': 0.6261261261261262; 'f1-score': 0.6371443907675791; 'support': 52}; 'weighted avg': {'precision': 0.7301136363636365; 'recall': 0.75; 'f1-score': 0.7227589908749329; 'support': 52}}
10,2,DNF,6,469,52,7,[67; 67],14,0.415032,0.711538,2,[] OR [X1 AND X6 < 59.500000],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 133}; '1.0': {'precision': 0.7164179104477612; 'recall': 1.0; 'f1-score': 0.8347826086956522; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.3582089552238806; 'recall': 0.5; 'f1-score': 0.4173913043478261; 'support': 469}; 'weighted avg': {'precision': 0.5132546224103364; 'recall': 0.7164179104477612; 'f1-score': 0.5980532121998703; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
