lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,3,DNF,4,461,51,7,[65; 66],540,1.334868,0.921569,9,[X6 >= 0.111920 AND X28 >= 0.360080] OR [X19 < 0.006185 AND X21 >= 21.988000 AND X23 >= 781.180000 AND X27 >= 0.083914] OR [X0 >= 11.366000 AND X14 >= 0.004871 AND X26 >= 0.349920],{'0.0': {'precision': 0.9513888888888888; 'recall': 0.9448275862068966; 'f1-score': 0.9480968858131488; 'support': 290}; '1.0': {'precision': 0.9075144508670521; 'recall': 0.9181286549707602; 'f1-score': 0.9127906976744187; 'support': 171}; 'accuracy': 0.9349240780911063; 'macro avg': {'precision': 0.9294516698779705; 'recall': 0.9314781205888284; 'f1-score': 0.9304437917437838; 'support': 461}; 'weighted avg': {'precision': 0.9351144227246065; 'recall': 0.9349240780911063; 'f1-score': 0.9350006641825136; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,3,DNF,5,461,51,7,[65; 66],540,1.590834,0.980392,10,[X7 >= 0.048318 AND X22 >= 86.328000 AND X26 >= 0.226700] OR [X10 >= 0.219280 AND X18 < 0.017170 AND X22 >= 97.660000 AND X24 >= 0.137680] OR [X0 >= 15.056000 AND X21 >= 23.584000 AND X28 >= 0.269400],{'0.0': {'precision': 0.9653979238754326; 'recall': 0.9620689655172414; 'f1-score': 0.9637305699481865; 'support': 290}; '1.0': {'precision': 0.936046511627907; 'recall': 0.9415204678362573; 'f1-score': 0.9387755102040817; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9507222177516698; 'recall': 0.9517947166767493; 'f1-score': 0.9512530400761341; 'support': 461}; 'weighted avg': {'precision': 0.9545105236708189; 'recall': 0.9544468546637744; 'f1-score': 0.9544739208890934; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
5,3,DNF,6,461,51,7,[65; 66],540,1.663601,0.862745,12,[X0 >= 11.366000 AND X1 >= 16.840000 AND X23 >= 926.960000] OR [X1 >= 19.968000 AND X11 >= 0.780600 AND X20 >= 12.498000 AND X22 >= 81.402000 AND X23 >= 781.180000] OR [X4 < 0.107500 AND X7 >= 0.033500 AND X22 >= 86.328000 AND X24 >= 0.126320],{'0.0': {'precision': 0.9399293286219081; 'recall': 0.9172413793103448; 'f1-score': 0.9284467713787086; 'support': 290}; '1.0': {'precision': 0.8651685393258427; 'recall': 0.9005847953216374; 'f1-score': 0.8825214899713466; 'support': 171}; 'accuracy': 0.911062906724512; 'macro avg': {'precision': 0.9025489339738755; 'recall': 0.9089130873159911; 'f1-score': 0.9054841306750276; 'support': 461}; 'weighted avg': {'precision': 0.9121981030912636; 'recall': 0.911062906724512; 'f1-score': 0.9114115802276047; 'support': 461}},{'0.0': {'precision': 0.9032258064516129; 'recall': 0.875; 'f1-score': 0.8888888888888888; 'support': 32}; '1.0': {'precision': 0.8; 'recall': 0.8421052631578947; 'f1-score': 0.8205128205128205; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8516129032258064; 'recall': 0.8585526315789473; 'f1-score': 0.8547008547008547; 'support': 51}; 'weighted avg': {'precision': 0.8647691334598355; 'recall': 0.8627450980392157; 'f1-score': 0.8634154516507457; 'support': 51}}
5,3,DNF,7,461,51,7,[65; 66],540,1.049115,0.921569,8,[X10 >= 0.246040 AND X12 >= 1.516600 AND X13 >= 38.430000] OR [X0 >= 10.260000 AND X26 >= 0.349920 AND X28 >= 0.282200] OR [X17 >= 0.008465 AND X20 >= 16.004000],{'0.0': {'precision': 0.9770114942528736; 'recall': 0.8793103448275862; 'f1-score': 0.9255898366606171; 'support': 290}; '1.0': {'precision': 0.825; 'recall': 0.9649122807017544; 'f1-score': 0.889487870619946; 'support': 171}; 'accuracy': 0.911062906724512; 'macro avg': {'precision': 0.9010057471264368; 'recall': 0.9221113127646703; 'f1-score': 0.9075388536402815; 'support': 461}; 'weighted avg': {'precision': 0.9206254519161243; 'recall': 0.911062906724512; 'f1-score': 0.9121984349405418; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,3,DNF,8,461,51,7,[65; 66],540,1.666855,0.862745,9,[X0 >= 14.058000 AND X1 >= 19.968000 AND X13 >= 29.322000 AND X20 >= 12.498000] OR [X0 >= 15.056000 AND X7 >= 0.048318 AND X14 < 0.006944] OR [X27 >= 0.177540 AND X28 >= 0.360080],{'0.0': {'precision': 0.896551724137931; 'recall': 0.9862068965517241; 'f1-score': 0.9392446633825945; 'support': 290}; '1.0': {'precision': 0.971830985915493; 'recall': 0.8070175438596491; 'f1-score': 0.8817891373801917; 'support': 171}; 'accuracy': 0.9197396963123644; 'macro avg': {'precision': 0.934191355026712; 'recall': 0.8966122202056865; 'f1-score': 0.9105169003813931; 'support': 461}; 'weighted avg': {'precision': 0.924475268094467; 'recall': 0.9197396963123644; 'f1-score': 0.917932526839404; 'support': 461}},{'0.0': {'precision': 0.8205128205128205; 'recall': 1.0; 'f1-score': 0.9014084507042254; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.631578947368421; 'f1-score': 0.7741935483870968; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.9102564102564102; 'recall': 0.8157894736842105; 'f1-score': 0.837800999545661; 'support': 51}; 'weighted avg': {'precision': 0.8873805932629462; 'recall': 0.8627450980392157; 'f1-score': 0.8540146635664715; 'support': 51}}
5,3,DNF,9,461,51,7,[65; 66],540,1.354806,0.921569,7,[X23 >= 686.500000 AND X28 >= 0.360080] OR [X13 >= 16.640000 AND X27 >= 0.121800] OR [X1 >= 16.840000 AND X13 >= 38.430000 AND X24 >= 0.112520],{'0.0': {'precision': 0.9746376811594203; 'recall': 0.9275862068965517; 'f1-score': 0.950530035335689; 'support': 290}; '1.0': {'precision': 0.8864864864864865; 'recall': 0.9590643274853801; 'f1-score': 0.9213483146067416; 'support': 171}; 'accuracy': 0.9392624728850325; 'macro avg': {'precision': 0.9305620838229534; 'recall': 0.9433252671909659; 'f1-score': 0.9359391749712154; 'support': 461}; 'weighted avg': {'precision': 0.9419395156733645; 'recall': 0.9392624728850325; 'f1-score': 0.9397055792735414; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,3,DNF,0,460,52,3,[153; 154],540,5.410013,0.923077,11,[X11 < 1.909400 AND X20 >= 17.386000] OR [X7 >= 0.048318 AND X13 >= 16.640000 AND X24 >= 0.137680 AND X26 >= 0.226700] OR [X1 >= 17.912000 AND X6 >= 0.045070 AND X13 >= 19.038000 AND X15 < 0.017020 AND X26 >= 0.045652],{'0.0': {'precision': 0.9620689655172414; 'recall': 0.9653979238754326; 'f1-score': 0.9637305699481865; 'support': 289}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.935672514619883; 'f1-score': 0.93841642228739; 'support': 171}; 'accuracy': 0.9543478260869566; 'macro avg': {'precision': 0.9516227180527383; 'recall': 0.9505352192476577; 'f1-score': 0.9510734961177882; 'support': 460}; 'weighted avg': {'precision': 0.9543024076197195; 'recall': 0.9543478260869566; 'f1-score': 0.9543203107090644; 'support': 460}},{'0.0': {'precision': 0.9142857142857143; 'recall': 0.9696969696969697; 'f1-score': 0.9411764705882354; 'support': 33}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9277310924369748; 'recall': 0.9059011164274322; 'f1-score': 0.9150326797385622; 'support': 52}; 'weighted avg': {'precision': 0.9241111829347124; 'recall': 0.9230769230769231; 'f1-score': 0.922071392659628; 'support': 52}}
5,3,DNF,1,460,52,3,[153; 154],540,11.945930,0.846154,13,[X13 >= 38.430000 AND X19 < 0.003611 AND X19 >= 0.001710] OR [X1 >= 14.078000 AND X7 >= 0.048318 AND X10 >= 0.246040 AND X14 >= 0.005843 AND X22 >= 97.660000] OR [X21 >= 21.988000 AND X22 >= 86.328000 AND X23 >= 475.980000 AND X28 >= 0.282200 AND X29 >= 0.073462],{'0.0': {'precision': 0.9611307420494699; 'recall': 0.9411764705882353; 'f1-score': 0.951048951048951; 'support': 289}; '1.0': {'precision': 0.903954802259887; 'recall': 0.935672514619883; 'f1-score': 0.9195402298850573; 'support': 171}; 'accuracy': 0.9391304347826087; 'macro avg': {'precision': 0.9325427721546784; 'recall': 0.9384244926040591; 'f1-score': 0.9352945904670042; 'support': 460}; 'weighted avg': {'precision': 0.9398762079102989; 'recall': 0.9391304347826087; 'f1-score': 0.9393359264423732; 'support': 460}},{'0.0': {'precision': 0.9310344827586207; 'recall': 0.8181818181818182; 'f1-score': 0.8709677419354839; 'support': 33}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8947368421052632; 'f1-score': 0.8095238095238095; 'support': 19}; 'accuracy': 0.8461538461538461; 'macro avg': {'precision': 0.8350824587706147; 'recall': 0.8564593301435407; 'f1-score': 0.8402457757296466; 'support': 52}; 'weighted avg': {'precision': 0.8609156959981548; 'recall': 0.8461538461538461; 'f1-score': 0.848517074323526; 'support': 52}}
5,3,DNF,2,461,51,3,[153; 154],540,189.602546,0.941176,14,[X8 < 0.200540 AND X8 >= 0.149580 AND X13 >= 38.430000 AND X15 < 0.030136 AND X24 >= 0.112520] OR [X1 >= 17.912000 AND X12 >= 2.287000 AND X19 < 0.006185 AND X21 >= 23.584000 AND X26 >= 0.177180] OR [X7 >= 0.048318 AND X13 >= 13.160000 AND X24 >= 0.137680 AND X26 >= 0.226700],{'0.0': {'precision': 0.9493243243243243; 'recall': 0.9689655172413794; 'f1-score': 0.9590443686006827; 'support': 290}; '1.0': {'precision': 0.9454545454545454; 'recall': 0.9122807017543859; 'f1-score': 0.9285714285714285; 'support': 171}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.947389434889435; 'recall': 0.9406231094978826; 'f1-score': 0.9438078985860556; 'support': 461}; 'weighted avg': {'precision': 0.9478888965873781; 'recall': 0.9479392624728851; 'f1-score': 0.9477409570063172; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,3,DNF,3,461,51,3,[153; 154],540,11.033431,0.882353,13,[X7 >= 0.033500 AND X13 >= 19.038000 AND X24 >= 0.137680 AND X26 >= 0.349920] OR [X1 >= 16.840000 AND X3 >= 496.440000 AND X8 < 0.185480 AND X11 < 1.561200 AND X22 >= 91.304000 AND X26 >= 0.177180] OR [X13 >= 38.430000 AND X20 >= 14.970000 AND X21 >= 26.724000],{'0.0': {'precision': 0.9362416107382551; 'recall': 0.9620689655172414; 'f1-score': 0.9489795918367346; 'support': 290}; '1.0': {'precision': 0.9325153374233128; 'recall': 0.8888888888888888; 'f1-score': 0.9101796407185628; 'support': 171}; 'accuracy': 0.9349240780911063; 'macro avg': {'precision': 0.9343784740807839; 'recall': 0.9254789272030651; 'f1-score': 0.9295796162776487; 'support': 461}; 'weighted avg': {'precision': 0.934859413912105; 'recall': 0.9349240780911063; 'f1-score': 0.934587419079235; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8741776315789473; 'recall': 0.8741776315789473; 'f1-score': 0.8741776315789473; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 51}}
5,3,DNF,4,461,51,3,[153; 154],540,100.647467,0.921569,13,[X7 >= 0.048318 AND X13 >= 13.160000 AND X17 >= 0.010930 AND X22 >= 91.304000 AND X26 >= 0.226700] OR [X1 >= 18.840000 AND X15 < 0.020450 AND X23 >= 781.180000 AND X28 >= 0.269400] OR [X1 >= 19.968000 AND X4 >= 0.087914 AND X20 >= 14.008000 AND X26 >= 0.177180],{'0.0': {'precision': 0.9627118644067797; 'recall': 0.9793103448275862; 'f1-score': 0.9709401709401709; 'support': 290}; '1.0': {'precision': 0.963855421686747; 'recall': 0.935672514619883; 'f1-score': 0.9495548961424332; 'support': 171}; 'accuracy': 0.9631236442516269; 'macro avg': {'precision': 0.9632836430467633; 'recall': 0.9574914297237346; 'f1-score': 0.9602475335413021; 'support': 461}; 'weighted avg': {'precision': 0.9631360472590018; 'recall': 0.9631236442516269; 'f1-score': 0.9630076720455654; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
5,3,DNF,5,461,51,3,[153; 154],540,22.038425,0.941176,9,[X7 >= 0.048318 AND X23 >= 686.500000] OR [X1 >= 18.840000 AND X5 < 0.059638 AND X23 >= 926.960000] OR [X1 >= 21.272000 AND X8 >= 0.165080 AND X16 >= 0.013212 AND X18 < 0.020066],{'0.0': {'precision': 0.9577464788732394; 'recall': 0.9379310344827586; 'f1-score': 0.9477351916376306; 'support': 290}; '1.0': {'precision': 0.8983050847457628; 'recall': 0.9298245614035088; 'f1-score': 0.9137931034482759; 'support': 171}; 'accuracy': 0.9349240780911063; 'macro avg': {'precision': 0.928025781809501; 'recall': 0.9338777979431336; 'f1-score': 0.9307641475429533; 'support': 461}; 'weighted avg': {'precision': 0.9356977187955854; 'recall': 0.9349240780911063; 'f1-score': 0.9351449593591498; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,3,DNF,6,461,51,3,[153; 154],540,6.386497,0.941176,12,[X17 < 0.018688 AND X21 >= 20.176000 AND X22 >= 97.660000 AND X26 >= 0.177180 AND X27 >= 0.121800] OR [X8 >= 0.149580 AND X19 >= 0.001710 AND X23 >= 926.960000] OR [X1 >= 21.272000 AND X8 >= 0.149580 AND X18 < 0.017170 AND X21 >= 21.988000],{'0.0': {'precision': 0.9649122807017544; 'recall': 0.9482758620689655; 'f1-score': 0.9565217391304347; 'support': 290}; '1.0': {'precision': 0.9147727272727273; 'recall': 0.9415204678362573; 'f1-score': 0.9279538904899136; 'support': 171}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.9398425039872409; 'recall': 0.9448981649526114; 'f1-score': 0.9422378148101742; 'support': 461}; 'weighted avg': {'precision': 0.9463138780198376; 'recall': 0.9457700650759219; 'f1-score': 0.9459249883331916; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,3,DNF,7,461,51,3,[153; 154],540,25.200283,0.901961,9,[X13 >= 38.430000 AND X21 >= 20.176000] OR [X1 >= 14.078000 AND X7 >= 0.048318 AND X22 >= 91.304000 AND X24 >= 0.137680 AND X26 >= 0.226700] OR [X8 >= 0.149580 AND X22 >= 115.900000],{'0.0': {'precision': 0.9790209790209791; 'recall': 0.9655172413793104; 'f1-score': 0.9722222222222222; 'support': 290}; '1.0': {'precision': 0.9428571428571428; 'recall': 0.9649122807017544; 'f1-score': 0.9537572254335259; 'support': 171}; 'accuracy': 0.96529284164859; 'macro avg': {'precision': 0.9609390609390609; 'recall': 0.9652147610405324; 'f1-score': 0.9629897238278741; 'support': 461}; 'weighted avg': {'precision': 0.9656066276456732; 'recall': 0.96529284164859; 'f1-score': 0.965372950094528; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
5,3,DNF,8,461,51,3,[153; 154],540,3.794241,0.882353,13,[X6 >= 0.086212 AND X7 >= 0.100420 AND X12 >= 2.039400 AND X27 >= 0.121800 AND X28 >= 0.269400] OR [X7 >= 0.033500 AND X21 >= 26.724000 AND X24 >= 0.120740] OR [X1 >= 15.656000 AND X3 >= 700.660000 AND X8 >= 0.149580 AND X10 >= 0.219280 AND X24 >= 0.102960],{'0.0': {'precision': 0.9493243243243243; 'recall': 0.9689655172413794; 'f1-score': 0.9590443686006827; 'support': 290}; '1.0': {'precision': 0.9454545454545454; 'recall': 0.9122807017543859; 'f1-score': 0.9285714285714285; 'support': 171}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.947389434889435; 'recall': 0.9406231094978826; 'f1-score': 0.9438078985860556; 'support': 461}; 'weighted avg': {'precision': 0.9478888965873781; 'recall': 0.9479392624728851; 'f1-score': 0.9477409570063172; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8741776315789473; 'recall': 0.8741776315789473; 'f1-score': 0.8741776315789473; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 51}}
5,3,DNF,9,461,51,3,[153; 154],540,4.739096,0.901961,10,[X7 >= 0.048318 AND X10 < 0.748880 AND X21 >= 21.988000 AND X26 >= 0.177180] OR [X4 >= 0.087914 AND X13 >= 54.088000 AND X23 >= 544.140000] OR [X17 < 0.010930 AND X18 >= 0.014540 AND X23 >= 781.180000],{'0.0': {'precision': 0.9522184300341296; 'recall': 0.9620689655172414; 'f1-score': 0.9571183533447685; 'support': 290}; '1.0': {'precision': 0.9345238095238095; 'recall': 0.9181286549707602; 'f1-score': 0.9262536873156342; 'support': 171}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.9433711197789696; 'recall': 0.9400988102440009; 'f1-score': 0.9416860203302013; 'support': 461}; 'weighted avg': {'precision': 0.945654915701668; 'recall': 0.9457700650759219; 'f1-score': 0.9456696377461092; 'support': 461}},{'0.0': {'precision': 0.9655172413793104; 'recall': 0.875; 'f1-score': 0.9180327868852458; 'support': 32}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9473684210526315; 'f1-score': 0.8780487804878049; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8918495297805643; 'recall': 0.9111842105263157; 'f1-score': 0.8980407836865254; 'support': 51}; 'weighted avg': {'precision': 0.9106275739135781; 'recall': 0.9019607843137255; 'f1-score': 0.9031367845018854; 'support': 51}}
10,1,CNF,0,460,52,57,[8; 9],540,1.918757,0.903846,2,[X0 >= 15.056000 OR X4 >= 0.114820],{'0.0': {'precision': 0.8915254237288136; 'recall': 0.9100346020761245; 'f1-score': 0.9006849315068494; 'support': 289}; '1.0': {'precision': 0.8424242424242424; 'recall': 0.8128654970760234; 'f1-score': 0.8273809523809524; 'support': 171}; 'accuracy': 0.8739130434782608; 'macro avg': {'precision': 0.866974833076528; 'recall': 0.861450049576074; 'f1-score': 0.8640329419439009; 'support': 460}; 'weighted avg': {'precision': 0.8732725932873318; 'recall': 0.8739130434782608; 'f1-score': 0.873434974049179; 'support': 460}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.9393939393939394; 'f1-score': 0.9253731343283583; 'support': 33}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9003267973856208; 'recall': 0.8907496012759171; 'f1-score': 0.8951189995966116; 'support': 52}; 'weighted avg': {'precision': 0.9034062342885872; 'recall': 0.9038461538461539; 'f1-score': 0.9032643435628511; 'support': 52}}
10,1,CNF,1,460,52,57,[8; 9],540,2.076035,0.903846,2,[X2 >= 98.200000 OR X4 >= 0.107500],{'0.0': {'precision': 0.9037037037037037; 'recall': 0.8442906574394463; 'f1-score': 0.8729874776386405; 'support': 289}; '1.0': {'precision': 0.7631578947368421; 'recall': 0.847953216374269; 'f1-score': 0.8033240997229917; 'support': 171}; 'accuracy': 0.8456521739130435; 'macro avg': {'precision': 0.833430799220273; 'recall': 0.8461219369068577; 'f1-score': 0.8381557886808161; 'support': 460}; 'weighted avg': {'precision': 0.8514573268921094; 'recall': 0.8456521739130435; 'f1-score': 0.8470908741091275; 'support': 460}},{'0.0': {'precision': 0.9375; 'recall': 0.9090909090909091; 'f1-score': 0.923076923076923; 'support': 33}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.89375; 'recall': 0.9019138755980861; 'f1-score': 0.8974358974358974; 'support': 52}; 'weighted avg': {'precision': 0.9055288461538461; 'recall': 0.9038461538461539; 'f1-score': 0.9043392504930966; 'support': 52}}
10,1,CNF,2,461,51,57,[8; 9],540,1.989305,0.882353,2,[X5 >= 0.122420 OR X6 >= 0.086212],{'0.0': {'precision': 0.9242424242424242; 'recall': 0.8413793103448276; 'f1-score': 0.8808664259927798; 'support': 290}; '1.0': {'precision': 0.766497461928934; 'recall': 0.8830409356725146; 'f1-score': 0.8206521739130433; 'support': 171}; 'accuracy': 0.8568329718004338; 'macro avg': {'precision': 0.8453699430856791; 'recall': 0.8622101230086712; 'f1-score': 0.8507592999529116; 'support': 461}; 'weighted avg': {'precision': 0.8657296508029301; 'recall': 0.8568329718004338; 'f1-score': 0.8585309875857625; 'support': 461}},{'0.0': {'precision': 0.9333333333333333; 'recall': 0.875; 'f1-score': 0.9032258064516129; 'support': 32}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.8947368421052632; 'f1-score': 0.8500000000000001; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8714285714285714; 'recall': 0.8848684210526316; 'f1-score': 0.8766129032258065; 'support': 51}; 'weighted avg': {'precision': 0.8872082166199813; 'recall': 0.8823529411764706; 'f1-score': 0.8833965844402277; 'support': 51}}
10,1,CNF,3,461,51,57,[8; 9],540,1.984778,0.705882,1,[X1 >= 19.968000],{'0.0': {'precision': 0.8152173913043478; 'recall': 0.7758620689655172; 'f1-score': 0.7950530035335688; 'support': 290}; '1.0': {'precision': 0.6486486486486487; 'recall': 0.7017543859649122; 'f1-score': 0.6741573033707865; 'support': 171}; 'accuracy': 0.7483731019522777; 'macro avg': {'precision': 0.7319330199764982; 'recall': 0.7388082274652148; 'f1-score': 0.7346051534521776; 'support': 461}; 'weighted avg': {'precision': 0.7534315887140559; 'recall': 0.7483731019522777; 'f1-score': 0.7502088284189576; 'support': 461}},{'0.0': {'precision': 0.8148148148148148; 'recall': 0.6875; 'f1-score': 0.7457627118644067; 'support': 32}; '1.0': {'precision': 0.5833333333333334; 'recall': 0.7368421052631579; 'f1-score': 0.6511627906976745; 'support': 19}; 'accuracy': 0.7058823529411765; 'macro avg': {'precision': 0.6990740740740741; 'recall': 0.712171052631579; 'f1-score': 0.6984627512810406; 'support': 51}; 'weighted avg': {'precision': 0.7285766158315178; 'recall': 0.7058823529411765; 'f1-score': 0.7105196039787612; 'support': 51}}
