lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
10,1,CNF,0,460,52,1,[460; 460],540,34.526782,0.903846,3,[X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.177540],{'0.0': {'precision': 0.9375; 'recall': 0.986159169550173; 'f1-score': 0.9612141652613828; 'support': 289}; '1.0': {'precision': 0.9743589743589743; 'recall': 0.8888888888888888; 'f1-score': 0.929663608562691; 'support': 171}; 'accuracy': 0.95; 'macro avg': {'precision': 0.9559294871794872; 'recall': 0.9375240292195309; 'f1-score': 0.9454388869120369; 'support': 460}; 'weighted avg': {'precision': 0.9512019230769231; 'recall': 0.95; 'f1-score': 0.9494855887494779; 'support': 460}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8; 'f1-score': 0.8648648648648648; 'support': 20}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9134453781512605; 'recall': 0.884375; 'f1-score': 0.8951189995966116; 'support': 52}; 'weighted avg': {'precision': 0.9070458952811895; 'recall': 0.9038461538461539; 'f1-score': 0.9021007229962452; 'support': 52}}
10,1,CNF,1,460,52,1,[460; 460],540,35.196228,0.961538,4,[X13 >= 91.314000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9584775086505191; 'recall': 0.9618055555555556; 'f1-score': 0.9601386481802427; 'support': 288}; '1.0': {'precision': 0.935672514619883; 'recall': 0.9302325581395349; 'f1-score': 0.9329446064139942; 'support': 172}; 'accuracy': 0.95; 'macro avg': {'precision': 0.947075011635201; 'recall': 0.9460190568475453; 'f1-score': 0.9465416272971185; 'support': 460}; 'weighted avg': {'precision': 0.9499504239260205; 'recall': 0.95; 'f1-score': 0.9499704412589498; 'support': 460}},{'0.0': {'precision': 0.9428571428571428; 'recall': 1.0; 'f1-score': 0.9705882352941176; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9615384615384616; 'macro avg': {'precision': 0.9714285714285714; 'recall': 0.9473684210526316; 'f1-score': 0.957516339869281; 'support': 52}; 'weighted avg': {'precision': 0.9637362637362638; 'recall': 0.9615384615384616; 'f1-score': 0.961035696329814; 'support': 52}}
10,1,CNF,2,461,51,1,[461; 461],540,32.226801,0.882353,3,[X12 >= 5.123200 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9590443686006825; 'recall': 0.972318339100346; 'f1-score': 0.9656357388316152; 'support': 289}; '1.0': {'precision': 0.9523809523809523; 'recall': 0.9302325581395349; 'f1-score': 0.9411764705882352; 'support': 172}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.9557126604908175; 'recall': 0.9512754486199404; 'f1-score': 0.9534061047099252; 'support': 461}; 'weighted avg': {'precision': 0.9565582350002626; 'recall': 0.9566160520607375; 'f1-score': 0.9565099380987272; 'support': 461}},{'0.0': {'precision': 0.8823529411764706; 'recall': 0.9375; 'f1-score': 0.9090909090909091; 'support': 32}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.7894736842105263; 'f1-score': 0.8333333333333333; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8823529411764706; 'recall': 0.8634868421052632; 'f1-score': 0.8712121212121211; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8808674985145573; 'support': 51}}
10,1,CNF,3,461,51,1,[461; 461],540,34.949507,0.921569,3,[X13 >= 91.314000 OR X20 >= 17.386000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9556313993174061; 'recall': 0.9688581314878892; 'f1-score': 0.9621993127147765; 'support': 289}; '1.0': {'precision': 0.9464285714285714; 'recall': 0.9244186046511628; 'f1-score': 0.9352941176470587; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9510299853729888; 'recall': 0.9466383680695261; 'f1-score': 0.9487467151809177; 'support': 461}; 'weighted avg': {'precision': 0.9521978062656066; 'recall': 0.9522776572668112; 'f1-score': 0.9521609319085999; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
10,1,CNF,4,461,51,1,[461; 461],540,27.360362,0.882353,3,[X13 >= 54.088000 OR X22 >= 115.900000 OR X27 >= 0.177540],{'0.0': {'precision': 0.9405940594059405; 'recall': 0.986159169550173; 'f1-score': 0.9628378378378378; 'support': 289}; '1.0': {'precision': 0.9746835443037974; 'recall': 0.8953488372093024; 'f1-score': 0.9333333333333332; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9576388018548689; 'recall': 0.9407540033797377; 'f1-score': 0.9480855855855855; 'support': 461}; 'weighted avg': {'precision': 0.9533129127734707; 'recall': 0.9522776572668112; 'f1-score': 0.9518296496062223; 'support': 461}},{'0.0': {'precision': 0.8611111111111112; 'recall': 0.96875; 'f1-score': 0.911764705882353; 'support': 32}; '1.0': {'precision': 0.9333333333333333; 'recall': 0.7368421052631579; 'f1-score': 0.8235294117647058; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8972222222222223; 'recall': 0.852796052631579; 'f1-score': 0.8676470588235294; 'support': 51}; 'weighted avg': {'precision': 0.8880174291938998; 'recall': 0.8823529411764706; 'f1-score': 0.8788927335640139; 'support': 51}}
10,1,CNF,5,461,51,1,[461; 461],540,44.802932,0.980392,4,[X13 >= 91.314000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9553264604810997; 'recall': 0.9619377162629758; 'f1-score': 0.9586206896551724; 'support': 289}; '1.0': {'precision': 0.9352941176470588; 'recall': 0.9244186046511628; 'f1-score': 0.9298245614035087; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9453102890640792; 'recall': 0.9431781604570693; 'f1-score': 0.9442226255293406; 'support': 461}; 'weighted avg': {'precision': 0.9478523542610237; 'recall': 0.9479392624728851; 'f1-score': 0.9478767979864389; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
10,1,CNF,6,461,51,1,[461; 461],540,34.991124,0.941176,4,[X13 >= 91.314000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9556313993174061; 'recall': 0.9688581314878892; 'f1-score': 0.9621993127147765; 'support': 289}; '1.0': {'precision': 0.9464285714285714; 'recall': 0.9244186046511628; 'f1-score': 0.9352941176470587; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9510299853729888; 'recall': 0.9466383680695261; 'f1-score': 0.9487467151809177; 'support': 461}; 'weighted avg': {'precision': 0.9521978062656066; 'recall': 0.9522776572668112; 'f1-score': 0.9521609319085999; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
10,1,CNF,7,461,51,1,[461; 461],540,38.501342,0.941176,4,[X13 >= 91.314000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9556313993174061; 'recall': 0.9688581314878892; 'f1-score': 0.9621993127147765; 'support': 289}; '1.0': {'precision': 0.9464285714285714; 'recall': 0.9244186046511628; 'f1-score': 0.9352941176470587; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9510299853729888; 'recall': 0.9466383680695261; 'f1-score': 0.9487467151809177; 'support': 461}; 'weighted avg': {'precision': 0.9521978062656066; 'recall': 0.9522776572668112; 'f1-score': 0.9521609319085999; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
10,1,CNF,8,461,51,1,[461; 461],540,33.841984,0.941176,4,[X13 >= 91.314000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9587628865979382; 'recall': 0.9653979238754326; 'f1-score': 0.9620689655172414; 'support': 289}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.9302325581395349; 'f1-score': 0.935672514619883; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9499696785930867; 'recall': 0.9478152410074837; 'f1-score': 0.9488707400685622; 'support': 461}; 'weighted avg': {'precision': 0.952201360451151; 'recall': 0.9522776572668112; 'f1-score': 0.9522203981542358; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
10,1,CNF,9,461,51,1,[461; 461],540,37.430724,0.921569,5,[X13 >= 91.314000 OR X20 >= 17.386000 OR X22 >= 115.900000 OR X25 >= 0.447840 OR X27 >= 0.150800],{'0.0': {'precision': 0.9587628865979382; 'recall': 0.9653979238754326; 'f1-score': 0.9620689655172414; 'support': 289}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.9302325581395349; 'f1-score': 0.935672514619883; 'support': 172}; 'accuracy': 0.9522776572668112; 'macro avg': {'precision': 0.9499696785930867; 'recall': 0.9478152410074837; 'f1-score': 0.9488707400685622; 'support': 461}; 'weighted avg': {'precision': 0.952201360451151; 'recall': 0.9522776572668112; 'f1-score': 0.9522203981542358; 'support': 461}},{'0.0': {'precision': 0.9666666666666667; 'recall': 0.90625; 'f1-score': 0.9354838709677419; 'support': 32}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9119047619047619; 'recall': 0.9268092105263157; 'f1-score': 0.917741935483871; 'support': 51}; 'weighted avg': {'precision': 0.9258636788048552; 'recall': 0.9215686274509803; 'f1-score': 0.9222643896268184; 'support': 51}}
10,1,DNF,0,460,52,1,[460; 460],540,26.940609,0.903846,5,[X1 >= 14.078000 AND X7 >= 0.048318 AND X23 >= 686.500000 AND X24 >= 0.102960 AND X26 >= 0.177180],{'0.0': {'precision': 0.9405940594059405; 'recall': 0.986159169550173; 'f1-score': 0.9628378378378378; 'support': 289}; '1.0': {'precision': 0.9745222929936306; 'recall': 0.8947368421052632; 'f1-score': 0.9329268292682926; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.9575581761997856; 'recall': 0.940448005827718; 'f1-score': 0.9478823335530653; 'support': 460}; 'weighted avg': {'precision': 0.9532065114570166; 'recall': 0.9521739130434783; 'f1-score': 0.9517187455217679; 'support': 460}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8; 'f1-score': 0.8648648648648648; 'support': 20}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9134453781512605; 'recall': 0.884375; 'f1-score': 0.8951189995966116; 'support': 52}; 'weighted avg': {'precision': 0.9070458952811895; 'recall': 0.9038461538461539; 'f1-score': 0.9021007229962452; 'support': 52}}
10,1,DNF,1,460,52,1,[460; 460],540,27.552361,0.942308,6,[X1 >= 14.078000 AND X7 >= 0.048318 AND X13 >= 16.640000 AND X20 >= 14.970000 AND X24 >= 0.102960 AND X26 >= 0.177180],{'0.0': {'precision': 0.9344262295081968; 'recall': 0.9895833333333334; 'f1-score': 0.9612141652613829; 'support': 288}; '1.0': {'precision': 0.9806451612903225; 'recall': 0.8837209302325582; 'f1-score': 0.929663608562691; 'support': 172}; 'accuracy': 0.95; 'macro avg': {'precision': 0.9575356953992596; 'recall': 0.9366521317829457; 'f1-score': 0.9454388869120369; 'support': 460}; 'weighted avg': {'precision': 0.9517080909571655; 'recall': 0.95; 'f1-score': 0.9494170005827416; 'support': 460}},{'0.0': {'precision': 0.9411764705882353; 'recall': 0.9696969696969697; 'f1-score': 0.955223880597015; 'support': 33}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9428104575163399; 'recall': 0.9322169059011165; 'f1-score': 0.9370713997579669; 'support': 52}; 'weighted avg': {'precision': 0.9423705379587732; 'recall': 0.9423076923076923; 'f1-score': 0.9419586061377105; 'support': 52}}
10,1,DNF,2,461,51,1,[461; 461],540,29.616614,0.960784,5,[X7 >= 0.048318 AND X13 >= 16.640000 AND X23 >= 686.500000 AND X24 >= 0.102960 AND X26 >= 0.177180],{'0.0': {'precision': 0.9401993355481728; 'recall': 0.9792387543252595; 'f1-score': 0.9593220338983052; 'support': 289}; '1.0': {'precision': 0.9625; 'recall': 0.8953488372093024; 'f1-score': 0.927710843373494; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9513496677740865; 'recall': 0.9372937957672809; 'f1-score': 0.9435164386358996; 'support': 461}; 'weighted avg': {'precision': 0.9485197569922384; 'recall': 0.9479392624728851; 'f1-score': 0.947527836999677; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
10,1,DNF,3,461,51,1,[461; 461],540,33.538221,0.960784,5,[X1 >= 14.078000 AND X4 >= 0.079654 AND X7 >= 0.048318 AND X23 >= 686.500000 AND X26 >= 0.226700],{'0.0': {'precision': 0.9258064516129032; 'recall': 0.9930795847750865; 'f1-score': 0.9582637729549249; 'support': 289}; '1.0': {'precision': 0.9867549668874173; 'recall': 0.8662790697674418; 'f1-score': 0.9226006191950464; 'support': 172}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.9562807092501602; 'recall': 0.9296793272712642; 'f1-score': 0.9404321960749857; 'support': 461}; 'weighted avg': {'precision': 0.948546461650249; 'recall': 0.9457700650759219; 'f1-score': 0.944957780662736; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
10,1,DNF,4,461,51,1,[461; 461],540,24.235185,0.862745,5,[X4 >= 0.079654 AND X7 >= 0.048318 AND X12 >= 1.516600 AND X23 >= 686.500000 AND X26 >= 0.177180],{'0.0': {'precision': 0.946843853820598; 'recall': 0.986159169550173; 'f1-score': 0.9661016949152543; 'support': 289}; '1.0': {'precision': 0.975; 'recall': 0.9069767441860465; 'f1-score': 0.9397590361445783; 'support': 172}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.960921926910299; 'recall': 0.9465679568681098; 'f1-score': 0.9529303655299164; 'support': 461}; 'weighted avg': {'precision': 0.9573489669287479; 'recall': 0.9566160520607375; 'f1-score': 0.9562731974997309; 'support': 461}},{'0.0': {'precision': 0.8787878787878788; 'recall': 0.90625; 'f1-score': 0.8923076923076922; 'support': 32}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.7894736842105263; 'f1-score': 0.8108108108108109; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8560606060606061; 'recall': 0.8478618421052632; 'f1-score': 0.8515592515592516; 'support': 51}; 'weighted avg': {'precision': 0.8618538324420677; 'recall': 0.8627450980392157; 'f1-score': 0.8619461090049324; 'support': 51}}
10,1,DNF,5,461,51,1,[461; 461],540,33.688855,0.960784,5,[X7 >= 0.048318 AND X13 >= 16.640000 AND X20 >= 14.970000 AND X24 >= 0.102960 AND X26 >= 0.177180],{'0.0': {'precision': 0.9401993355481728; 'recall': 0.9792387543252595; 'f1-score': 0.9593220338983052; 'support': 289}; '1.0': {'precision': 0.9625; 'recall': 0.8953488372093024; 'f1-score': 0.927710843373494; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9513496677740865; 'recall': 0.9372937957672809; 'f1-score': 0.9435164386358996; 'support': 461}; 'weighted avg': {'precision': 0.9485197569922384; 'recall': 0.9479392624728851; 'f1-score': 0.947527836999677; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
10,1,DNF,6,461,51,1,[461; 461],540,29.480471,0.901961,5,[X7 >= 0.048318 AND X13 >= 16.640000 AND X20 >= 14.008000 AND X22 >= 97.660000 AND X26 >= 0.226700],{'0.0': {'precision': 0.934640522875817; 'recall': 0.9896193771626297; 'f1-score': 0.9613445378151261; 'support': 289}; '1.0': {'precision': 0.9806451612903225; 'recall': 0.8837209302325582; 'f1-score': 0.929663608562691; 'support': 172}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9576428420830698; 'recall': 0.9366701536975939; 'f1-score': 0.9455040731889086; 'support': 461}; 'weighted avg': {'precision': 0.9518049432820966; 'recall': 0.9501084598698482; 'f1-score': 0.9495243212610721; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
10,1,DNF,7,461,51,1,[461; 461],540,20.159806,0.843137,4,[X4 >= 0.079654 AND X7 >= 0.048318 AND X23 >= 686.500000 AND X26 >= 0.226700],{'0.0': {'precision': 0.940983606557377; 'recall': 0.9930795847750865; 'f1-score': 0.9663299663299664; 'support': 289}; '1.0': {'precision': 0.9871794871794872; 'recall': 0.8953488372093024; 'f1-score': 0.9390243902439025; 'support': 172}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.9640815468684321; 'recall': 0.9442142109921945; 'f1-score': 0.9526771782869344; 'support': 461}; 'weighted avg': {'precision': 0.9582193798046719; 'recall': 0.9566160520607375; 'f1-score': 0.9561422025841898; 'support': 461}},{'0.0': {'precision': 0.8529411764705882; 'recall': 0.90625; 'f1-score': 0.8787878787878787; 'support': 32}; '1.0': {'precision': 0.8235294117647058; 'recall': 0.7368421052631579; 'f1-score': 0.7777777777777778; 'support': 19}; 'accuracy': 0.8431372549019608; 'macro avg': {'precision': 0.838235294117647; 'recall': 0.821546052631579; 'f1-score': 0.8282828282828283; 'support': 51}; 'weighted avg': {'precision': 0.8419838523644751; 'recall': 0.8431372549019608; 'f1-score': 0.8411566646860764; 'support': 51}}
10,1,DNF,8,461,51,1,[461; 461],540,29.001023,0.980392,5,[X7 >= 0.048318 AND X13 >= 16.640000 AND X20 >= 14.970000 AND X24 >= 0.102960 AND X26 >= 0.177180],{'0.0': {'precision': 0.9370860927152318; 'recall': 0.9792387543252595; 'f1-score': 0.9576988155668358; 'support': 289}; '1.0': {'precision': 0.9622641509433962; 'recall': 0.8895348837209303; 'f1-score': 0.9244712990936556; 'support': 172}; 'accuracy': 0.9457700650759219; 'macro avg': {'precision': 0.949675121829314; 'recall': 0.9343868190230948; 'f1-score': 0.9410850573302456; 'support': 461}; 'weighted avg': {'precision': 0.9464800753947205; 'recall': 0.9457700650759219; 'f1-score': 0.9453015643013543; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
10,1,DNF,9,461,51,1,[461; 461],540,35.303659,0.901961,6,[X4 >= 0.079654 AND X20 >= 14.970000 AND X21 >= 20.176000 AND X23 >= 686.500000 AND X26 >= 0.177180 AND X27 >= 0.099930],{'0.0': {'precision': 0.9401993355481728; 'recall': 0.9792387543252595; 'f1-score': 0.9593220338983052; 'support': 289}; '1.0': {'precision': 0.9625; 'recall': 0.8953488372093024; 'f1-score': 0.927710843373494; 'support': 172}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9513496677740865; 'recall': 0.9372937957672809; 'f1-score': 0.9435164386358996; 'support': 461}; 'weighted avg': {'precision': 0.9485197569922384; 'recall': 0.9479392624728851; 'f1-score': 0.947527836999677; 'support': 461}},{'0.0': {'precision': 0.9655172413793104; 'recall': 0.875; 'f1-score': 0.9180327868852458; 'support': 32}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9473684210526315; 'f1-score': 0.8780487804878049; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8918495297805643; 'recall': 0.9111842105263157; 'f1-score': 0.8980407836865254; 'support': 51}; 'weighted avg': {'precision': 0.9106275739135781; 'recall': 0.9019607843137255; 'f1-score': 0.9031367845018854; 'support': 51}}
10,2,CNF,0,460,52,1,[460; 460],540,1000.897476,0.942308,6,[X7 >= 0.048318 OR X23 >= 926.960000] AND [X1 >= 21.272000 OR X22 >= 115.900000 OR X27 >= 0.177540 OR X28 >= 0.360080],{'0.0': {'precision': 0.9726962457337884; 'recall': 0.986159169550173; 'f1-score': 0.9793814432989691; 'support': 289}; '1.0': {'precision': 0.9760479041916168; 'recall': 0.9532163742690059; 'f1-score': 0.9644970414201184; 'support': 171}; 'accuracy': 0.9739130434782609; 'macro avg': {'precision': 0.9743720749627026; 'recall': 0.9696877719095894; 'f1-score': 0.9719392423595438; 'support': 460}; 'weighted avg': {'precision': 0.9739421883344159; 'recall': 0.9739130434782609; 'f1-score': 0.9738483286874833; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9; 'f1-score': 0.9230769230769231; 'support': 20}; 'accuracy': 0.9423076923076923; 'macro avg': {'precision': 0.9433811802232854; 'recall': 0.934375; 'f1-score': 0.9384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.9424610477242056; 'recall': 0.9423076923076923; 'f1-score': 0.9420118343195267; 'support': 52}}
10,2,CNF,1,460,52,1,[460; 460],540,1000.674344,0.923077,8,[X1 >= 21.272000 OR X22 >= 115.900000 OR X27 >= 0.177540 OR X28 >= 0.360080] AND [X14 < 0.004224 OR X17 >= 0.018688 OR X23 >= 926.960000 OR X27 >= 0.121800],{'0.0': {'precision': 0.9859154929577465; 'recall': 0.9722222222222222; 'f1-score': 0.979020979020979; 'support': 288}; '1.0': {'precision': 0.9545454545454546; 'recall': 0.9767441860465116; 'f1-score': 0.9655172413793104; 'support': 172}; 'accuracy': 0.9739130434782609; 'macro avg': {'precision': 0.9702304737516005; 'recall': 0.974483204134367; 'f1-score': 0.9722691102001446; 'support': 460}; 'weighted avg': {'precision': 0.9741858264209764; 'recall': 0.9739130434782609; 'f1-score': 0.9739717553810506; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.9393939393939394; 'f1-score': 0.9393939393939394; 'support': 33}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9170653907496014; 'recall': 0.9170653907496014; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
