lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,DNF,6,285,31,8,[35; 36],222,0.681885,0.806452,9,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.418075 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X22 < 0.999665 AND X28 >= -0.911830],{'0.0': {'precision': 0.78125; 'recall': 0.970873786407767; 'f1-score': 0.8658008658008659; 'support': 103}; '1.0': {'precision': 0.9808917197452229; 'recall': 0.8461538461538461; 'f1-score': 0.9085545722713865; 'support': 182}; 'accuracy': 0.8912280701754386; 'macro avg': {'precision': 0.8810708598726115; 'recall': 0.9085138162808066; 'f1-score': 0.8871777190361262; 'support': 285}; 'weighted avg': {'precision': 0.9087405017320371; 'recall': 0.8912280701754386; 'f1-score': 0.8931032327399351; 'support': 285}},{'0.0': {'precision': 0.6470588235294118; 'recall': 1.0; 'f1-score': 0.7857142857142858; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.7; 'f1-score': 0.8235294117647058; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.8235294117647058; 'recall': 0.85; 'f1-score': 0.8046218487394958; 'support': 31}; 'weighted avg': {'precision': 0.8747628083491461; 'recall': 0.8064516129032258; 'f1-score': 0.8101111412306858; 'support': 31}}
5,1,DNF,7,285,31,8,[35; 36],222,0.694120,0.935484,7,[X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X28 >= -0.911830],{'0.0': {'precision': 0.9591836734693877; 'recall': 0.912621359223301; 'f1-score': 0.9353233830845772; 'support': 103}; '1.0': {'precision': 0.9518716577540107; 'recall': 0.978021978021978; 'f1-score': 0.964769647696477; 'support': 182}; 'accuracy': 0.9543859649122807; 'macro avg': {'precision': 0.9555276656116992; 'recall': 0.9453216686226396; 'f1-score': 0.9500465153905271; 'support': 285}; 'weighted avg': {'precision': 0.9545142458897434; 'recall': 0.9543859649122807; 'f1-score': 0.9541276643455097; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9090909090909092; 'f1-score': 0.9261904761904762; 'support': 31}; 'weighted avg': {'precision': 0.9413489736070381; 'recall': 0.9354838709677419; 'f1-score': 0.9337941628264209; 'support': 31}}
5,1,DNF,8,285,31,8,[35; 36],222,0.698056,1.000000,8,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X17 >= -0.805795 AND X24 < 0.999495],{'0.0': {'precision': 0.8691588785046729; 'recall': 0.9029126213592233; 'f1-score': 0.8857142857142858; 'support': 103}; '1.0': {'precision': 0.9438202247191011; 'recall': 0.9230769230769231; 'f1-score': 0.9333333333333335; 'support': 182}; 'accuracy': 0.9157894736842105; 'macro avg': {'precision': 0.9064895516118869; 'recall': 0.9129947722180732; 'f1-score': 0.9095238095238096; 'support': 285}; 'weighted avg': {'precision': 0.9168373522275709; 'recall': 0.9157894736842105; 'f1-score': 0.916123642439432; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 20}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 31}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 31}}
5,1,DNF,9,285,31,8,[35; 36],222,0.687835,0.967742,6,[X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X23 >= -0.987455],{'0.0': {'precision': 0.9789473684210527; 'recall': 0.9029126213592233; 'f1-score': 0.9393939393939394; 'support': 103}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.989010989010989; 'f1-score': 0.967741935483871; 'support': 182}; 'accuracy': 0.9578947368421052; 'macro avg': {'precision': 0.9631578947368421; 'recall': 0.9459618051851062; 'f1-score': 0.9535679374389052; 'support': 285}; 'weighted avg': {'precision': 0.9587811634349029; 'recall': 0.9578947368421052; 'f1-score': 0.9574968702303167; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
5,1,DNF,0,284,32,4,[71; 71],222,0.494223,0.937500,7,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X9 >= -0.572990 AND X28 >= -0.911830 AND X33 < 0.950980],{'0.0': {'precision': 0.9326923076923077; 'recall': 0.941747572815534; 'f1-score': 0.9371980676328503; 'support': 103}; '1.0': {'precision': 0.9666666666666667; 'recall': 0.9613259668508287; 'f1-score': 0.9639889196675899; 'support': 181}; 'accuracy': 0.954225352112676; 'macro avg': {'precision': 0.9496794871794871; 'recall': 0.9515367698331814; 'f1-score': 0.9505934936502201; 'support': 284}; 'weighted avg': {'precision': 0.9543449801372337; 'recall': 0.954225352112676; 'f1-score': 0.954272519105695; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 0.9523809523809523; 'f1-score': 0.9523809523809523; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9307359307359306; 'recall': 0.9307359307359306; 'f1-score': 0.9307359307359306; 'support': 32}; 'weighted avg': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}}
5,1,DNF,1,284,32,4,[71; 71],222,0.534671,1.000000,12,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X15 >= -0.905170 AND X23 >= -0.987455 AND X28 >= -0.911830],{'0.0': {'precision': 0.9519230769230769; 'recall': 0.9611650485436893; 'f1-score': 0.9565217391304348; 'support': 103}; '1.0': {'precision': 0.9777777777777777; 'recall': 0.9723756906077348; 'f1-score': 0.9750692520775623; 'support': 181}; 'accuracy': 0.9683098591549296; 'macro avg': {'precision': 0.9648504273504273; 'recall': 0.966770369575712; 'f1-score': 0.9657954956039986; 'support': 284}; 'weighted avg': {'precision': 0.9684008968339953; 'recall': 0.9683098591549296; 'f1-score': 0.9683425132270197; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 21}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}}
5,1,DNF,2,284,32,4,[71; 71],222,0.315056,0.968750,8,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 < 0.994515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X15 >= -0.905170],{'0.0': {'precision': 0.9405940594059405; 'recall': 0.9313725490196079; 'f1-score': 0.935960591133005; 'support': 102}; '1.0': {'precision': 0.9617486338797814; 'recall': 0.967032967032967; 'f1-score': 0.9643835616438357; 'support': 182}; 'accuracy': 0.954225352112676; 'macro avg': {'precision': 0.951171346642861; 'recall': 0.9492027580262874; 'f1-score': 0.9501720763884203; 'support': 284}; 'weighted avg': {'precision': 0.954150864174388; 'recall': 0.954225352112676; 'f1-score': 0.9541753116716358; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9166666666666666; 'f1-score': 0.9565217391304348; 'support': 12}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9583333333333333; 'f1-score': 0.9660657476139979; 'support': 32}; 'weighted avg': {'precision': 0.9702380952380952; 'recall': 0.96875; 'f1-score': 0.9684517497348887; 'support': 32}}
5,1,DNF,3,284,32,4,[71; 71],222,0.305500,0.968750,6,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X15 < 0.968410],{'0.0': {'precision': 0.9504950495049505; 'recall': 0.9411764705882353; 'f1-score': 0.9458128078817734; 'support': 102}; '1.0': {'precision': 0.9672131147540983; 'recall': 0.9725274725274725; 'f1-score': 0.96986301369863; 'support': 182}; 'accuracy': 0.9612676056338029; 'macro avg': {'precision': 0.9588540821295244; 'recall': 0.9568519715578538; 'f1-score': 0.9578379107902018; 'support': 284}; 'weighted avg': {'precision': 0.9612087392068691; 'recall': 0.9612676056338029; 'f1-score': 0.9612252637221533; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9166666666666666; 'f1-score': 0.9565217391304348; 'support': 12}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9583333333333333; 'f1-score': 0.9660657476139979; 'support': 32}; 'weighted avg': {'precision': 0.9702380952380952; 'recall': 0.96875; 'f1-score': 0.9684517497348887; 'support': 32}}
5,1,DNF,4,284,32,4,[71; 71],222,0.361137,0.843750,7,[X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X15 < 0.968410],{'0.0': {'precision': 0.9690721649484536; 'recall': 0.9215686274509803; 'f1-score': 0.9447236180904522; 'support': 102}; '1.0': {'precision': 0.9572192513368984; 'recall': 0.9835164835164835; 'f1-score': 0.970189701897019; 'support': 182}; 'accuracy': 0.9612676056338029; 'macro avg': {'precision': 0.963145708142676; 'recall': 0.9525425554837319; 'f1-score': 0.9574566599937356; 'support': 284}; 'weighted avg': {'precision': 0.9614762836903442; 'recall': 0.9612676056338029; 'f1-score': 0.9610434323608575; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.75; 'f1-score': 0.7826086956521738; 'support': 12}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8376623376623377; 'recall': 0.825; 'f1-score': 0.8303287380699893; 'support': 32}; 'weighted avg': {'precision': 0.8425324675324675; 'recall': 0.84375; 'f1-score': 0.8422587486744432; 'support': 32}}
5,1,DNF,5,284,32,4,[71; 71],222,0.402214,0.937500,10,[X2 >= 0.190280 AND X3 < 0.746850 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X15 >= -0.905170 AND X17 >= -0.805795 AND X28 >= -0.911830],{'0.0': {'precision': 0.9696969696969697; 'recall': 0.9411764705882353; 'f1-score': 0.955223880597015; 'support': 102}; '1.0': {'precision': 0.9675675675675676; 'recall': 0.9835164835164835; 'f1-score': 0.9754768392370572; 'support': 182}; 'accuracy': 0.9683098591549296; 'macro avg': {'precision': 0.9686322686322686; 'recall': 0.9623464770523593; 'f1-score': 0.9653503599170361; 'support': 284}; 'weighted avg': {'precision': 0.9683323528393952; 'recall': 0.9683098591549296; 'f1-score': 0.9682028893029576; 'support': 284}},{'0.0': {'precision': 0.9166666666666666; 'recall': 0.9166666666666666; 'f1-score': 0.9166666666666666; 'support': 12}; '1.0': {'precision': 0.95; 'recall': 0.95; 'f1-score': 0.9500000000000001; 'support': 20}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9333333333333333; 'recall': 0.9333333333333333; 'f1-score': 0.9333333333333333; 'support': 32}; 'weighted avg': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}}
5,1,DNF,6,285,31,4,[71; 72],222,0.371639,0.967742,7,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X28 >= -0.911830],{'0.0': {'precision': 1.0; 'recall': 0.8737864077669902; 'f1-score': 0.932642487046632; 'support': 103}; '1.0': {'precision': 0.9333333333333333; 'recall': 1.0; 'f1-score': 0.9655172413793104; 'support': 182}; 'accuracy': 0.9543859649122807; 'macro avg': {'precision': 0.9666666666666667; 'recall': 0.9368932038834952; 'f1-score': 0.9490798642129712; 'support': 285}; 'weighted avg': {'precision': 0.9574269005847953; 'recall': 0.9543859649122807; 'f1-score': 0.9536361898134653; 'support': 285}},{'0.0': {'precision': 0.9166666666666666; 'recall': 1.0; 'f1-score': 0.9565217391304348; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.95; 'f1-score': 0.9743589743589743; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9583333333333333; 'recall': 0.975; 'f1-score': 0.9654403567447045; 'support': 31}; 'weighted avg': {'precision': 0.9704301075268816; 'recall': 0.967741935483871; 'f1-score': 0.9680296328262668; 'support': 31}}
5,1,DNF,7,285,31,4,[71; 72],222,0.363481,0.935484,8,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X28 >= -0.911830],{'0.0': {'precision': 0.9607843137254902; 'recall': 0.9514563106796117; 'f1-score': 0.9560975609756097; 'support': 103}; '1.0': {'precision': 0.9726775956284153; 'recall': 0.978021978021978; 'f1-score': 0.9753424657534248; 'support': 182}; 'accuracy': 0.968421052631579; 'macro avg': {'precision': 0.9667309546769527; 'recall': 0.9647391443507949; 'f1-score': 0.9657200133645172; 'support': 285}; 'weighted avg': {'precision': 0.9683793218178844; 'recall': 0.968421052631579; 'f1-score': 0.9683872896407407; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9090909090909092; 'f1-score': 0.9261904761904762; 'support': 31}; 'weighted avg': {'precision': 0.9413489736070381; 'recall': 0.9354838709677419; 'f1-score': 0.9337941628264209; 'support': 31}}
5,1,DNF,8,285,31,4,[71; 72],222,0.386694,0.967742,9,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X6 >= 0.029375 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X23 >= -0.987455 AND X28 >= -0.911830],{'0.0': {'precision': 0.94; 'recall': 0.912621359223301; 'f1-score': 0.9261083743842364; 'support': 103}; '1.0': {'precision': 0.9513513513513514; 'recall': 0.967032967032967; 'f1-score': 0.9591280653950953; 'support': 182}; 'accuracy': 0.9473684210526315; 'macro avg': {'precision': 0.9456756756756757; 'recall': 0.9398271631281341; 'f1-score': 0.9426182198896659; 'support': 285}; 'weighted avg': {'precision': 0.9472489331436699; 'recall': 0.9473684210526315; 'f1-score': 0.947194633205206; 'support': 285}},{'0.0': {'precision': 0.9166666666666666; 'recall': 1.0; 'f1-score': 0.9565217391304348; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.95; 'f1-score': 0.9743589743589743; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9583333333333333; 'recall': 0.975; 'f1-score': 0.9654403567447045; 'support': 31}; 'weighted avg': {'precision': 0.9704301075268816; 'recall': 0.967741935483871; 'f1-score': 0.9680296328262668; 'support': 31}}
5,1,DNF,9,285,31,4,[71; 72],222,0.376406,0.935484,8,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X15 >= -0.905170 AND X28 >= -0.911830],{'0.0': {'precision': 0.9897959183673469; 'recall': 0.941747572815534; 'f1-score': 0.9651741293532338; 'support': 103}; '1.0': {'precision': 0.9679144385026738; 'recall': 0.9945054945054945; 'f1-score': 0.9810298102981031; 'support': 182}; 'accuracy': 0.9754385964912281; 'macro avg': {'precision': 0.9788551784350104; 'recall': 0.9681265336605143; 'f1-score': 0.9731019698256684; 'support': 285}; 'weighted avg': {'precision': 0.9758224821028889; 'recall': 0.9754385964912281; 'f1-score': 0.9752995115706592; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9090909090909092; 'f1-score': 0.9261904761904762; 'support': 31}; 'weighted avg': {'precision': 0.9413489736070381; 'recall': 0.9354838709677419; 'f1-score': 0.9337941628264209; 'support': 31}}
5,1,DNF,0,284,32,2,[142; 142],222,0.249438,0.968750,6,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X9 >= -0.572990],{'0.0': {'precision': 1.0; 'recall': 0.9029126213592233; 'f1-score': 0.9489795918367347; 'support': 103}; '1.0': {'precision': 0.9476439790575916; 'recall': 1.0; 'f1-score': 0.9731182795698924; 'support': 181}; 'accuracy': 0.9647887323943662; 'macro avg': {'precision': 0.9738219895287958; 'recall': 0.9514563106796117; 'f1-score': 0.9610489357033136; 'support': 284}; 'weighted avg': {'precision': 0.9666322542585355; 'recall': 0.9647887323943662; 'f1-score': 0.9643637554976556; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9545454545454546; 'recall': 1.0; 'f1-score': 0.9767441860465117; 'support': 21}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9772727272727273; 'recall': 0.9545454545454546; 'f1-score': 0.9645625692137321; 'support': 32}; 'weighted avg': {'precision': 0.9701704545454546; 'recall': 0.96875; 'f1-score': 0.9683693244739757; 'support': 32}}
5,1,DNF,1,284,32,2,[142; 142],222,0.313684,0.968750,7,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X28 >= -0.911830],{'0.0': {'precision': 0.9894736842105263; 'recall': 0.912621359223301; 'f1-score': 0.9494949494949495; 'support': 103}; '1.0': {'precision': 0.9523809523809523; 'recall': 0.994475138121547; 'f1-score': 0.972972972972973; 'support': 181}; 'accuracy': 0.9647887323943662; 'macro avg': {'precision': 0.9709273182957393; 'recall': 0.953548248672424; 'f1-score': 0.9612339612339613; 'support': 284}; 'weighted avg': {'precision': 0.9658335980797064; 'recall': 0.9647887323943662; 'f1-score': 0.9644580560073518; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9545454545454546; 'recall': 1.0; 'f1-score': 0.9767441860465117; 'support': 21}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9772727272727273; 'recall': 0.9545454545454546; 'f1-score': 0.9645625692137321; 'support': 32}; 'weighted avg': {'precision': 0.9701704545454546; 'recall': 0.96875; 'f1-score': 0.9683693244739757; 'support': 32}}
5,1,DNF,2,284,32,2,[142; 142],222,0.210429,0.968750,8,[X0 AND X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X17 >= -0.805795],{'0.0': {'precision': 0.9693877551020408; 'recall': 0.9313725490196079; 'f1-score': 0.95; 'support': 102}; '1.0': {'precision': 0.9623655913978495; 'recall': 0.9835164835164835; 'f1-score': 0.9728260869565217; 'support': 182}; 'accuracy': 0.9647887323943662; 'macro avg': {'precision': 0.9658766732499451; 'recall': 0.9574445162680456; 'f1-score': 0.9614130434782608; 'support': 284}; 'weighted avg': {'precision': 0.9648876361085098; 'recall': 0.9647887323943662; 'f1-score': 0.9646279853031231; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9166666666666666; 'f1-score': 0.9565217391304348; 'support': 12}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9583333333333333; 'f1-score': 0.9660657476139979; 'support': 32}; 'weighted avg': {'precision': 0.9702380952380952; 'recall': 0.96875; 'f1-score': 0.9684517497348887; 'support': 32}}
