lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
10,1,CNF,3,284,32,4,[71; 71],222,0.387556,0.812500,3,[X8 < -0.036395 OR X14 >= 0.239955 OR X33 < -0.000030],{'0.0': {'precision': 0.8958333333333334; 'recall': 0.4215686274509804; 'f1-score': 0.5733333333333334; 'support': 102}; '1.0': {'precision': 0.75; 'recall': 0.9725274725274725; 'f1-score': 0.8468899521531099; 'support': 182}; 'accuracy': 0.7746478873239436; 'macro avg': {'precision': 0.8229166666666667; 'recall': 0.6970480499892264; 'f1-score': 0.7101116427432217; 'support': 284}; 'weighted avg': {'precision': 0.8023767605633803; 'recall': 0.7746478873239436; 'f1-score': 0.7486407439854437; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.75; 'f1-score': 0.7681159420289856; 'support': 32}; 'weighted avg': {'precision': 0.8557692307692308; 'recall': 0.8125; 'f1-score': 0.7934782608695653; 'support': 32}}
10,1,CNF,4,284,32,4,[71; 71],222,0.239493,0.875000,2,[X20 >= 0.072060 OR X22 < -0.009200],{'0.0': {'precision': 0.8627450980392157; 'recall': 0.43137254901960786; 'f1-score': 0.5751633986928105; 'support': 102}; '1.0': {'precision': 0.7510729613733905; 'recall': 0.9615384615384616; 'f1-score': 0.8433734939759037; 'support': 182}; 'accuracy': 0.7711267605633803; 'macro avg': {'precision': 0.8069090297063031; 'recall': 0.6964555052790347; 'f1-score': 0.709268446334357; 'support': 284}; 'weighted avg': {'precision': 0.79118055975337; 'recall': 0.7711267605633803; 'f1-score': 0.7470445160925392; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.6666666666666666; 'f1-score': 0.8; 'support': 12}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8333333333333333; 'f1-score': 0.8545454545454545; 'support': 32}; 'weighted avg': {'precision': 0.8958333333333334; 'recall': 0.875; 'f1-score': 0.8681818181818182; 'support': 32}}
10,1,CNF,5,284,32,4,[71; 71],222,0.329141,0.687500,2,[X11 >= 0.001845 OR X16 >= 0.292070],{'0.0': {'precision': 0.9791666666666666; 'recall': 0.46078431372549017; 'f1-score': 0.6266666666666666; 'support': 102}; '1.0': {'precision': 0.7669491525423728; 'recall': 0.9945054945054945; 'f1-score': 0.8660287081339714; 'support': 182}; 'accuracy': 0.8028169014084507; 'macro avg': {'precision': 0.8730579096045197; 'recall': 0.7276449041154923; 'f1-score': 0.746347687400319; 'support': 284}; 'weighted avg': {'precision': 0.8431681188827882; 'recall': 0.8028169014084507; 'f1-score': 0.7800606509872633; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.25; 'f1-score': 0.375; 'support': 12}; '1.0': {'precision': 0.6785714285714286; 'recall': 0.95; 'f1-score': 0.7916666666666667; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.7142857142857143; 'recall': 0.6; 'f1-score': 0.5833333333333334; 'support': 32}; 'weighted avg': {'precision': 0.7053571428571429; 'recall': 0.6875; 'f1-score': 0.6354166666666667; 'support': 32}}
10,1,CNF,6,285,31,4,[71; 72],222,0.264192,0.903226,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5048543689320388; 'f1-score': 0.6709677419354839; 'support': 103}; '1.0': {'precision': 0.7811158798283262; 'recall': 1.0; 'f1-score': 0.8771084337349397; 'support': 182}; 'accuracy': 0.8210526315789474; 'macro avg': {'precision': 0.8905579399141631; 'recall': 0.7524271844660194; 'f1-score': 0.7740380878352118; 'support': 285}; 'weighted avg': {'precision': 0.8602213688728259; 'recall': 0.8210526315789474; 'f1-score': 0.8026084644179433; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.7272727272727273; 'f1-score': 0.8421052631578948; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 1.0; 'f1-score': 0.9302325581395349; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.9347826086956521; 'recall': 0.8636363636363636; 'f1-score': 0.8861689106487148; 'support': 31}; 'weighted avg': {'precision': 0.9158485273492286; 'recall': 0.9032258064516129; 'f1-score': 0.8989615825008884; 'support': 31}}
10,1,CNF,7,285,31,4,[71; 72],222,0.277500,0.870968,2,[X14 >= 0.239955 OR X16 < -0.054150],{'0.0': {'precision': 0.9285714285714286; 'recall': 0.5048543689320388; 'f1-score': 0.6540880503144654; 'support': 103}; '1.0': {'precision': 0.777292576419214; 'recall': 0.978021978021978; 'f1-score': 0.8661800486618007; 'support': 182}; 'accuracy': 0.8070175438596491; 'macro avg': {'precision': 0.8529320024953213; 'recall': 0.7414381734770084; 'f1-score': 0.760134049488133; 'support': 285}; 'weighted avg': {'precision': 0.8319652843900144; 'recall': 0.8070175438596491; 'f1-score': 0.7895292562766233; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8181818181818181; 'f1-score': 0.8434343434343434; 'support': 31}; 'weighted avg': {'precision': 0.8924731182795699; 'recall': 0.8709677419354839; 'f1-score': 0.862495927012056; 'support': 31}}
10,1,CNF,8,285,31,4,[71; 72],222,0.321392,0.838710,1,[X26 < 0.999945],{'0.0': {'precision': 0.8611111111111112; 'recall': 0.6019417475728155; 'f1-score': 0.7085714285714285; 'support': 103}; '1.0': {'precision': 0.8075117370892019; 'recall': 0.945054945054945; 'f1-score': 0.8708860759493671; 'support': 182}; 'accuracy': 0.8210526315789474; 'macro avg': {'precision': 0.8343114241001566; 'recall': 0.7734983463138803; 'f1-score': 0.7897287522603977; 'support': 285}; 'weighted avg': {'precision': 0.826882738928699; 'recall': 0.8210526315789474; 'f1-score': 0.8122249928619015; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
10,1,CNF,9,285,31,4,[71; 72],222,0.352681,0.806452,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5339805825242718; 'f1-score': 0.6962025316455696; 'support': 103}; '1.0': {'precision': 0.7913043478260869; 'recall': 1.0; 'f1-score': 0.883495145631068; 'support': 182}; 'accuracy': 0.8315789473684211; 'macro avg': {'precision': 0.8956521739130434; 'recall': 0.7669902912621359; 'f1-score': 0.7898488386383188; 'support': 285}; 'weighted avg': {'precision': 0.8667276887871853; 'recall': 0.8315789473684211; 'f1-score': 0.8158069377696423; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.7272727272727273; 'f1-score': 0.7472826086956522; 'support': 31}; 'weighted avg': {'precision': 0.8511166253101737; 'recall': 0.8064516129032258; 'f1-score': 0.7827840112201965; 'support': 31}}
10,1,CNF,0,284,32,2,[142; 142],222,0.557593,0.875000,1,[X26 < 0.999945],{'0.0': {'precision': 0.8695652173913043; 'recall': 0.5825242718446602; 'f1-score': 0.6976744186046511; 'support': 103}; '1.0': {'precision': 0.8; 'recall': 0.9502762430939227; 'f1-score': 0.8686868686868686; 'support': 181}; 'accuracy': 0.8169014084507042; 'macro avg': {'precision': 0.8347826086956522; 'recall': 0.7664002574692914; 'f1-score': 0.7831806436457598; 'support': 284}; 'weighted avg': {'precision': 0.8252296387017759; 'recall': 0.8169014084507042; 'f1-score': 0.806664747706346; 'support': 284}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.7999999999999999; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 0.9523809523809523; 'f1-score': 0.909090909090909; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8792270531400965; 'recall': 0.8398268398268398; 'f1-score': 0.8545454545454545; 'support': 32}; 'weighted avg': {'precision': 0.876207729468599; 'recall': 0.875; 'f1-score': 0.8715909090909089; 'support': 32}}
10,1,CNF,1,284,32,2,[142; 142],222,0.547341,0.718750,3,[X14 >= 0.239955 OR X32 >= 0.000200 OR X33 < -0.000030],{'0.0': {'precision': 0.9056603773584906; 'recall': 0.46601941747572817; 'f1-score': 0.6153846153846154; 'support': 103}; '1.0': {'precision': 0.7619047619047619; 'recall': 0.9723756906077348; 'f1-score': 0.854368932038835; 'support': 181}; 'accuracy': 0.7887323943661971; 'macro avg': {'precision': 0.8337825696316262; 'recall': 0.7191975540417315; 'f1-score': 0.7348767737117252; 'support': 284}; 'weighted avg': {'precision': 0.8140414815939663; 'recall': 0.7887323943661971; 'f1-score': 0.7676950425480441; 'support': 284}},{'0.0': {'precision': 0.625; 'recall': 0.45454545454545453; 'f1-score': 0.5263157894736842; 'support': 11}; '1.0': {'precision': 0.75; 'recall': 0.8571428571428571; 'f1-score': 0.7999999999999999; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.6875; 'recall': 0.6558441558441558; 'f1-score': 0.6631578947368421; 'support': 32}; 'weighted avg': {'precision': 0.70703125; 'recall': 0.71875; 'f1-score': 0.7059210526315789; 'support': 32}}
10,1,CNF,2,284,32,2,[142; 142],222,0.717930,0.843750,1,[X2 >= 0.190280],{'0.0': {'precision': 1.0; 'recall': 0.49019607843137253; 'f1-score': 0.6578947368421052; 'support': 102}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 182}; 'accuracy': 0.8169014084507042; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7450980392156863; 'f1-score': 0.7664473684210527; 'support': 284}; 'weighted avg': {'precision': 0.8575899843505478; 'recall': 0.8169014084507042; 'f1-score': 0.7970255744996294; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5833333333333334; 'f1-score': 0.7368421052631579; 'support': 12}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.9; 'recall': 0.7916666666666667; 'f1-score': 0.8128654970760234; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.84375; 'f1-score': 0.8318713450292398; 'support': 32}}
10,1,CNF,3,284,32,2,[142; 142],222,0.444969,0.781250,1,[X4 >= 0.418075],{'0.0': {'precision': 0.8840579710144928; 'recall': 0.5980392156862745; 'f1-score': 0.7134502923976609; 'support': 102}; '1.0': {'precision': 0.8093023255813954; 'recall': 0.9560439560439561; 'f1-score': 0.8765743073047859; 'support': 182}; 'accuracy': 0.8274647887323944; 'macro avg': {'precision': 0.846680148297944; 'recall': 0.7770415858651153; 'f1-score': 0.7950122998512235; 'support': 284}; 'weighted avg': {'precision': 0.8361511841524374; 'recall': 0.8274647887323944; 'f1-score': 0.817987513218424; 'support': 284}},{'0.0': {'precision': 0.7272727272727273; 'recall': 0.6666666666666666; 'f1-score': 0.6956521739130435; 'support': 12}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.85; 'f1-score': 0.8292682926829269; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7683982683982684; 'recall': 0.7583333333333333; 'f1-score': 0.7624602332979852; 'support': 32}; 'weighted avg': {'precision': 0.7786796536796536; 'recall': 0.78125; 'f1-score': 0.7791622481442206; 'support': 32}}
10,1,CNF,4,284,32,2,[142; 142],222,0.518145,0.781250,1,[X4 >= 0.418075],{'0.0': {'precision': 0.863013698630137; 'recall': 0.6176470588235294; 'f1-score': 0.7200000000000001; 'support': 102}; '1.0': {'precision': 0.8151658767772512; 'recall': 0.945054945054945; 'f1-score': 0.8753180661577608; 'support': 182}; 'accuracy': 0.8274647887323944; 'macro avg': {'precision': 0.839089787703694; 'recall': 0.7813510019392372; 'f1-score': 0.7976590330788804; 'support': 284}; 'weighted avg': {'precision': 0.8323506578652594; 'recall': 0.8274647887323944; 'f1-score': 0.8195348170447623; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5; 'f1-score': 0.631578947368421; 'support': 12}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8085714285714285; 'recall': 0.725; 'f1-score': 0.7380116959064327; 'support': 32}; 'weighted avg': {'precision': 0.7964285714285714; 'recall': 0.78125; 'f1-score': 0.7646198830409356; 'support': 32}}
10,1,CNF,5,284,32,2,[142; 142],222,0.500704,0.750000,1,[X4 >= 0.418075],{'0.0': {'precision': 0.8857142857142857; 'recall': 0.6078431372549019; 'f1-score': 0.7209302325581395; 'support': 102}; '1.0': {'precision': 0.8130841121495327; 'recall': 0.9560439560439561; 'f1-score': 0.8787878787878788; 'support': 182}; 'accuracy': 0.8309859154929577; 'macro avg': {'precision': 0.8493991989319092; 'recall': 0.781943546649429; 'f1-score': 0.7998590556730092; 'support': 284}; 'weighted avg': {'precision': 0.8391695970213805; 'recall': 0.8309859154929577; 'f1-score': 0.8220925269729724; 'support': 284}},{'0.0': {'precision': 0.7; 'recall': 0.5833333333333334; 'f1-score': 0.6363636363636365; 'support': 12}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.85; 'f1-score': 0.8095238095238095; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7363636363636363; 'recall': 0.7166666666666667; 'f1-score': 0.722943722943723; 'support': 32}; 'weighted avg': {'precision': 0.7454545454545454; 'recall': 0.75; 'f1-score': 0.7445887445887446; 'support': 32}}
10,1,CNF,6,285,31,2,[142; 143],222,1.062927,0.774194,3,[X8 < -0.036395 OR X14 >= 0.239955 OR X33 < -0.000030],{'0.0': {'precision': 0.9166666666666666; 'recall': 0.42718446601941745; 'f1-score': 0.5827814569536424; 'support': 103}; '1.0': {'precision': 0.7510548523206751; 'recall': 0.978021978021978; 'f1-score': 0.8496420047732697; 'support': 182}; 'accuracy': 0.7789473684210526; 'macro avg': {'precision': 0.8338607594936709; 'recall': 0.7026032220206977; 'f1-score': 0.716211730863456; 'support': 285}; 'weighted avg': {'precision': 0.8109075431194018; 'recall': 0.7789473684210526; 'f1-score': 0.753197666438457; 'support': 285}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.45454545454545453; 'f1-score': 0.5882352941176471; 'support': 11}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7966666666666666; 'recall': 0.7022727272727273; 'f1-score': 0.7163398692810458; 'support': 31}; 'weighted avg': {'precision': 0.7860215053763441; 'recall': 0.7741935483870968; 'f1-score': 0.7535315201349357; 'support': 31}}
10,1,CNF,7,285,31,2,[142; 143],222,0.878681,0.774194,1,[X26 < 0.999945],{'0.0': {'precision': 0.875; 'recall': 0.6116504854368932; 'f1-score': 0.72; 'support': 103}; '1.0': {'precision': 0.812206572769953; 'recall': 0.9505494505494505; 'f1-score': 0.8759493670886076; 'support': 182}; 'accuracy': 0.8280701754385965; 'macro avg': {'precision': 0.8436032863849765; 'recall': 0.7810999679931718; 'f1-score': 0.7979746835443038; 'support': 285}; 'weighted avg': {'precision': 0.8349003376987069; 'recall': 0.8280701754385965; 'f1-score': 0.8195887186320231; 'support': 285}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.45454545454545453; 'f1-score': 0.5882352941176471; 'support': 11}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7966666666666666; 'recall': 0.7022727272727273; 'f1-score': 0.7163398692810458; 'support': 31}; 'weighted avg': {'precision': 0.7860215053763441; 'recall': 0.7741935483870968; 'f1-score': 0.7535315201349357; 'support': 31}}
10,1,CNF,8,285,31,2,[142; 143],222,0.471055,0.838710,1,[X2 >= 0.190280],{'0.0': {'precision': 1.0; 'recall': 0.49514563106796117; 'f1-score': 0.6623376623376623; 'support': 103}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 182}; 'accuracy': 0.8175438596491228; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7475728155339806; 'f1-score': 0.7686688311688312; 'support': 285}; 'weighted avg': {'precision': 0.8580896686159845; 'recall': 0.8175438596491228; 'f1-score': 0.7981430849851904; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
10,1,CNF,9,285,31,2,[142; 143],222,0.882572,0.774194,1,[X2 >= 0.190280],{'0.0': {'precision': 1.0; 'recall': 0.5145631067961165; 'f1-score': 0.6794871794871795; 'support': 103}; '1.0': {'precision': 0.7844827586206896; 'recall': 1.0; 'f1-score': 0.8792270531400966; 'support': 182}; 'accuracy': 0.8245614035087719; 'macro avg': {'precision': 0.8922413793103448; 'recall': 0.7572815533980582; 'f1-score': 0.7793571163136381; 'support': 285}; 'weighted avg': {'precision': 0.8623714458560193; 'recall': 0.8245614035087719; 'f1-score': 0.8070403619602703; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.36363636363636365; 'f1-score': 0.5333333333333333; 'support': 11}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.6818181818181819; 'f1-score': 0.6921985815602837; 'support': 31}; 'weighted avg': {'precision': 0.8327359617682197; 'recall': 0.7741935483870968; 'f1-score': 0.738320750400366; 'support': 31}}
10,1,DNF,0,284,32,35,[8; 9],222,0.774572,0.968750,6,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575],{'0.0': {'precision': 1.0; 'recall': 0.8932038834951457; 'f1-score': 0.9435897435897436; 'support': 103}; '1.0': {'precision': 0.9427083333333334; 'recall': 1.0; 'f1-score': 0.9705093833780161; 'support': 181}; 'accuracy': 0.9612676056338029; 'macro avg': {'precision': 0.9713541666666667; 'recall': 0.9466019417475728; 'f1-score': 0.9570495634838798; 'support': 284}; 'weighted avg': {'precision': 0.963486649061033; 'recall': 0.9612676056338029; 'f1-score': 0.9607462745815651; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9545454545454546; 'recall': 1.0; 'f1-score': 0.9767441860465117; 'support': 21}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9772727272727273; 'recall': 0.9545454545454546; 'f1-score': 0.9645625692137321; 'support': 32}; 'weighted avg': {'precision': 0.9701704545454546; 'recall': 0.96875; 'f1-score': 0.9683693244739757; 'support': 32}}
10,1,DNF,1,284,32,35,[8; 9],222,0.888886,0.906250,8,[X2 < 0.998505 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 < 0.994515 AND X7 >= -0.983575 AND X10 < 0.999100],{'0.0': {'precision': 0.6598639455782312; 'recall': 0.941747572815534; 'f1-score': 0.7759999999999999; 'support': 103}; '1.0': {'precision': 0.9562043795620438; 'recall': 0.7237569060773481; 'f1-score': 0.8238993710691824; 'support': 181}; 'accuracy': 0.8028169014084507; 'macro avg': {'precision': 0.8080341625701375; 'recall': 0.8327522394464411; 'f1-score': 0.7999496855345911; 'support': 284}; 'weighted avg': {'precision': 0.8487287996312949; 'recall': 0.8028169014084507; 'f1-score': 0.8065274160687395; 'support': 284}},{'0.0': {'precision': 0.7857142857142857; 'recall': 1.0; 'f1-score': 0.88; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.8571428571428571; 'f1-score': 0.923076923076923; 'support': 21}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.8928571428571428; 'recall': 0.9285714285714286; 'f1-score': 0.9015384615384615; 'support': 32}; 'weighted avg': {'precision': 0.9263392857142857; 'recall': 0.90625; 'f1-score': 0.9082692307692307; 'support': 32}}
10,1,DNF,2,284,32,35,[8; 9],222,0.814161,0.875000,4,[X0 AND X2 >= 0.739470 AND X5 >= -0.795310 AND X9 >= -0.572990],{'0.0': {'precision': 0.689922480620155; 'recall': 0.8725490196078431; 'f1-score': 0.7705627705627706; 'support': 102}; '1.0': {'precision': 0.9161290322580645; 'recall': 0.7802197802197802; 'f1-score': 0.8427299703264095; 'support': 182}; 'accuracy': 0.8133802816901409; 'macro avg': {'precision': 0.8030257564391098; 'recall': 0.8263843999138116; 'f1-score': 0.8066463704445901; 'support': 284}; 'weighted avg': {'precision': 0.83488583413459; 'recall': 0.8133802816901409; 'f1-score': 0.8168107647774968; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 1.0; 'f1-score': 0.8571428571428571; 'support': 12}; '1.0': {'precision': 1.0; 'recall': 0.8; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.875; 'recall': 0.9; 'f1-score': 0.873015873015873; 'support': 32}; 'weighted avg': {'precision': 0.90625; 'recall': 0.875; 'f1-score': 0.876984126984127; 'support': 32}}
10,1,DNF,3,284,32,35,[8; 9],222,0.914781,0.968750,6,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X7 >= -0.983575],{'0.0': {'precision': 0.9680851063829787; 'recall': 0.8921568627450981; 'f1-score': 0.9285714285714286; 'support': 102}; '1.0': {'precision': 0.9421052631578948; 'recall': 0.9835164835164835; 'f1-score': 0.9623655913978494; 'support': 182}; 'accuracy': 0.9507042253521126; 'macro avg': {'precision': 0.9550951847704368; 'recall': 0.9378366731307908; 'f1-score': 0.9454685099846389; 'support': 284}; 'weighted avg': {'precision': 0.9514360519218334; 'recall': 0.9507042253521126; 'f1-score': 0.9502282512277969; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9166666666666666; 'f1-score': 0.9565217391304348; 'support': 12}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9583333333333333; 'f1-score': 0.9660657476139979; 'support': 32}; 'weighted avg': {'precision': 0.9702380952380952; 'recall': 0.96875; 'f1-score': 0.9684517497348887; 'support': 32}}
10,1,DNF,4,284,32,35,[8; 9],222,0.815227,0.875000,7,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 < 0.994515 AND X9 >= -0.572990],{'0.0': {'precision': 0.9381443298969072; 'recall': 0.8921568627450981; 'f1-score': 0.914572864321608; 'support': 102}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.967032967032967; 'f1-score': 0.953929539295393; 'support': 182}; 'accuracy': 0.9401408450704225; 'macro avg': {'precision': 0.9396604002425712; 'recall': 0.9295949148890326; 'f1-score': 0.9342512018085005; 'support': 284}; 'weighted avg': {'precision': 0.9400874623117723; 'recall': 0.9401408450704225; 'f1-score': 0.9397943954667801; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.8333333333333334; 'f1-score': 0.8333333333333334; 'support': 12}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8666666666666667; 'recall': 0.8666666666666667; 'f1-score': 0.8666666666666667; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}}
10,1,DNF,5,284,32,35,[8; 9],222,1.673638,0.937500,6,[X0 AND X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X13 >= -0.554585],{'0.0': {'precision': 1.0; 'recall': 0.8823529411764706; 'f1-score': 0.9375; 'support': 102}; '1.0': {'precision': 0.9381443298969072; 'recall': 1.0; 'f1-score': 0.9680851063829787; 'support': 182}; 'accuracy': 0.9577464788732394; 'macro avg': {'precision': 0.9690721649484536; 'recall': 0.9411764705882353; 'f1-score': 0.9527925531914894; 'support': 284}; 'weighted avg': {'precision': 0.9603600987367505; 'recall': 0.9577464788732394; 'f1-score': 0.9571003146538807; 'support': 284}},{'0.0': {'precision': 0.9166666666666666; 'recall': 0.9166666666666666; 'f1-score': 0.9166666666666666; 'support': 12}; '1.0': {'precision': 0.95; 'recall': 0.95; 'f1-score': 0.9500000000000001; 'support': 20}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9333333333333333; 'recall': 0.9333333333333333; 'f1-score': 0.9333333333333333; 'support': 32}; 'weighted avg': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}}
10,1,DNF,6,285,31,35,[8; 9],222,0.782511,0.935484,4,[X0 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.217515],{'0.0': {'precision': 0.9770114942528736; 'recall': 0.8252427184466019; 'f1-score': 0.8947368421052632; 'support': 103}; '1.0': {'precision': 0.9090909090909091; 'recall': 0.989010989010989; 'f1-score': 0.9473684210526315; 'support': 182}; 'accuracy': 0.9298245614035088; 'macro avg': {'precision': 0.9430512016718913; 'recall': 0.9071268537287955; 'f1-score': 0.9210526315789473; 'support': 285}; 'weighted avg': {'precision': 0.9336376468862857; 'recall': 0.9298245614035088; 'f1-score': 0.9283471837488457; 'support': 285}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9090909090909091; 'f1-score': 0.9090909090909091; 'support': 11}; '1.0': {'precision': 0.95; 'recall': 0.95; 'f1-score': 0.9500000000000001; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9295454545454545; 'recall': 0.9295454545454545; 'f1-score': 0.9295454545454546; 'support': 31}; 'weighted avg': {'precision': 0.9354838709677419; 'recall': 0.9354838709677419; 'f1-score': 0.9354838709677419; 'support': 31}}
