lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
10,3,CNF,5,284,32,17,[16; 17],564,0.908820,0.687500,6,[X6 >= 0.554320 OR X16 >= -0.660300 OR X21 < 0.041500] AND [X4 >= 0.067040] AND [X9 >= 0.096100 OR X24 >= 0.351350],{'0.0': {'precision': 0.948051948051948; 'recall': 0.7227722772277227; 'f1-score': 0.8202247191011236; 'support': 101}; '1.0': {'precision': 0.8647342995169082; 'recall': 0.9781420765027322; 'f1-score': 0.917948717948718; 'support': 183}; 'accuracy': 0.8873239436619719; 'macro avg': {'precision': 0.906393123784428; 'recall': 0.8504571768652275; 'f1-score': 0.8690867185249208; 'support': 284}; 'weighted avg': {'precision': 0.8943648717071864; 'recall': 0.8873239436619719; 'f1-score': 0.8831947606120735; 'support': 284}},{'0.0': {'precision': 0.6; 'recall': 0.5; 'f1-score': 0.5454545454545454; 'support': 12}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8; 'f1-score': 0.761904761904762; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6636363636363636; 'recall': 0.65; 'f1-score': 0.6536796536796536; 'support': 32}; 'weighted avg': {'precision': 0.6795454545454546; 'recall': 0.6875; 'f1-score': 0.6807359307359307; 'support': 32}}
10,3,CNF,6,285,31,17,[16; 17],564,0.906857,0.935484,6,[X2 >= 0.000000 OR X3 >= -0.105260] AND [X4 >= 0.067040] AND [X3 >= 0.016310 OR X7 < -0.018220 OR X30 >= 0.251640],{'0.0': {'precision': 0.953125; 'recall': 0.5980392156862745; 'f1-score': 0.7349397590361445; 'support': 102}; '1.0': {'precision': 0.8144796380090498; 'recall': 0.9836065573770492; 'f1-score': 0.8910891089108911; 'support': 183}; 'accuracy': 0.8456140350877193; 'macro avg': {'precision': 0.8838023190045249; 'recall': 0.7908228865316618; 'f1-score': 0.8130144339735178; 'support': 285}; 'weighted avg': {'precision': 0.8641000833531793; 'recall': 0.8456140350877193; 'f1-score': 0.8352040784294028; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9090909090909091; 'recall': 1.0; 'f1-score': 0.9523809523809523; 'support': 20}; 'accuracy': 0.9354838709677419; 'macro avg': {'precision': 0.9545454545454546; 'recall': 0.9090909090909092; 'f1-score': 0.9261904761904762; 'support': 31}; 'weighted avg': {'precision': 0.9413489736070381; 'recall': 0.9354838709677419; 'f1-score': 0.9337941628264209; 'support': 31}}
10,3,CNF,7,285,31,17,[16; 17],564,0.966418,0.741935,6,[X18 < 0.840130 OR X24 >= 0.553890] AND [X0] AND [X2 >= 0.749160 OR X3 >= -0.027360 OR X4 >= 0.067040],{'0.0': {'precision': 0.9464285714285714; 'recall': 0.5196078431372549; 'f1-score': 0.6708860759493671; 'support': 102}; '1.0': {'precision': 0.7860262008733624; 'recall': 0.9836065573770492; 'f1-score': 0.8737864077669902; 'support': 183}; 'accuracy': 0.8175438596491228; 'macro avg': {'precision': 0.8662273861509668; 'recall': 0.7516072002571521; 'f1-score': 0.7723362418581787; 'support': 285}; 'weighted avg': {'precision': 0.8434333650720688; 'recall': 0.8175438596491228; 'f1-score': 0.801169446905946; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.2727272727272727; 'f1-score': 0.42857142857142855; 'support': 11}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.8571428571428572; 'recall': 0.6363636363636364; 'f1-score': 0.6309523809523809; 'support': 31}; 'weighted avg': {'precision': 0.815668202764977; 'recall': 0.7419354838709677; 'f1-score': 0.6897081413210445; 'support': 31}}
10,3,CNF,8,285,31,17,[16; 17],564,0.960312,0.645161,6,[X3 < -0.105260 OR X26 < 1.000000] AND [X4 >= 0.540400 OR X17 < -0.143290] AND [X20 >= 0.966010 OR X29 >= -0.173650],{'0.0': {'precision': 0.527027027027027; 'recall': 0.7647058823529411; 'f1-score': 0.6239999999999999; 'support': 102}; '1.0': {'precision': 0.8248175182481752; 'recall': 0.6174863387978142; 'f1-score': 0.70625; 'support': 183}; 'accuracy': 0.6701754385964912; 'macro avg': {'precision': 0.6759222726376011; 'recall': 0.6910961105753777; 'f1-score': 0.665125; 'support': 285}; 'weighted avg': {'precision': 0.7182398687585011; 'recall': 0.6701754385964912; 'f1-score': 0.6768131578947368; 'support': 285}},{'0.0': {'precision': 0.5; 'recall': 0.6363636363636364; 'f1-score': 0.56; 'support': 11}; '1.0': {'precision': 0.7647058823529411; 'recall': 0.65; 'f1-score': 0.7027027027027027; 'support': 20}; 'accuracy': 0.6451612903225806; 'macro avg': {'precision': 0.6323529411764706; 'recall': 0.6431818181818182; 'f1-score': 0.6313513513513513; 'support': 31}; 'weighted avg': {'precision': 0.6707779886148008; 'recall': 0.6451612903225806; 'f1-score': 0.6520662598081952; 'support': 31}}
10,3,CNF,9,285,31,17,[16; 17],564,0.909499,0.838710,6,[X5 >= -0.227030] AND [X30 >= 0.025860 OR X33 < 0.000000] AND [X0 OR X24 < 1.000000 OR X33 >= -0.085710],{'0.0': {'precision': 0.8051948051948052; 'recall': 0.6078431372549019; 'f1-score': 0.6927374301675977; 'support': 102}; '1.0': {'precision': 0.8076923076923077; 'recall': 0.9180327868852459; 'f1-score': 0.8593350383631715; 'support': 183}; 'accuracy': 0.8070175438596491; 'macro avg': {'precision': 0.8064435564435565; 'recall': 0.7629379620700739; 'f1-score': 0.7760362342653846; 'support': 285}; 'weighted avg': {'precision': 0.8067984646932016; 'recall': 0.8070175438596491; 'f1-score': 0.7997106312194924; 'support': 285}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8505434782608696; 'recall': 0.7931818181818182; 'f1-score': 0.8102815177478581; 'support': 31}; 'weighted avg': {'precision': 0.8434431977559607; 'recall': 0.8387096774193549; 'f1-score': 0.8316026375014807; 'support': 31}}
10,3,CNF,0,284,32,8,[35; 36],564,1.479977,0.781250,6,[X4 >= 0.067040] AND [X4 < 0.981220 OR X5 < 0.761600] AND [X8 >= 0.900830 OR X15 >= 0.402680 OR X32 >= 0.409560],{'0.0': {'precision': 0.7068965517241379; 'recall': 0.803921568627451; 'f1-score': 0.7522935779816514; 'support': 102}; '1.0': {'precision': 0.8809523809523809; 'recall': 0.8131868131868132; 'f1-score': 0.8457142857142858; 'support': 182}; 'accuracy': 0.8098591549295775; 'macro avg': {'precision': 0.7939244663382594; 'recall': 0.8085541909071321; 'f1-score': 0.7990039318479686; 'support': 284}; 'weighted avg': {'precision': 0.8184393718633641; 'recall': 0.8098591549295775; 'f1-score': 0.8121617780074946; 'support': 284}},{'0.0': {'precision': 0.6428571428571429; 'recall': 0.8181818181818182; 'f1-score': 0.7200000000000001; 'support': 11}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.7619047619047619; 'f1-score': 0.8205128205128205; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7658730158730158; 'recall': 0.7900432900432901; 'f1-score': 0.7702564102564102; 'support': 32}; 'weighted avg': {'precision': 0.8043154761904762; 'recall': 0.78125; 'f1-score': 0.7859615384615385; 'support': 32}}
10,3,CNF,1,284,32,8,[35; 36],564,1.247571,0.812500,6,[X4 >= 0.540400 OR X20 >= 0.162450] AND [X7 >= -0.672730 OR X12 < -0.024390] AND [X8 >= 0.526320 OR X9 >= 0.018290],{'0.0': {'precision': 0.8282828282828283; 'recall': 0.803921568627451; 'f1-score': 0.8159203980099502; 'support': 102}; '1.0': {'precision': 0.8918918918918919; 'recall': 0.9065934065934066; 'f1-score': 0.8991825613079019; 'support': 182}; 'accuracy': 0.8697183098591549; 'macro avg': {'precision': 0.8600873600873601; 'recall': 0.8552574876104289; 'f1-score': 0.8575514796589261; 'support': 284}; 'weighted avg': {'precision': 0.8690463831308902; 'recall': 0.8697183098591549; 'f1-score': 0.8692785449121586; 'support': 284}},{'0.0': {'precision': 0.7777777777777778; 'recall': 0.6363636363636364; 'f1-score': 0.7000000000000001; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.9047619047619048; 'f1-score': 0.8636363636363636; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8019323671497585; 'recall': 0.7705627705627706; 'f1-score': 0.7818181818181819; 'support': 32}; 'weighted avg': {'precision': 0.8094806763285025; 'recall': 0.8125; 'f1-score': 0.8073863636363636; 'support': 32}}
10,3,CNF,2,284,32,8,[35; 36],564,1.169030,0.687500,7,[X15 >= 0.162280 OR X21 < 0.113550] AND [X4 >= 0.067040 OR X14 >= 0.601940] AND [X11 >= 0.028250 OR X11 < -0.111110 OR X16 >= 0.372540],{'0.0': {'precision': 0.8275862068965517; 'recall': 0.7058823529411765; 'f1-score': 0.7619047619047619; 'support': 102}; '1.0': {'precision': 0.8477157360406091; 'recall': 0.9175824175824175; 'f1-score': 0.8812664907651714; 'support': 182}; 'accuracy': 0.8415492957746479; 'macro avg': {'precision': 0.8376509714685805; 'recall': 0.811732385261797; 'f1-score': 0.8215856263349666; 'support': 284}; 'weighted avg': {'precision': 0.8404861164184477; 'recall': 0.8415492957746479; 'f1-score': 0.8383971374420667; 'support': 284}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.45454545454545453; 'f1-score': 0.5; 'support': 11}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8095238095238095; 'f1-score': 0.7727272727272727; 'support': 21}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6473429951690821; 'recall': 0.6320346320346321; 'f1-score': 0.6363636363636364; 'support': 32}; 'weighted avg': {'precision': 0.6760265700483091; 'recall': 0.6875; 'f1-score': 0.6789772727272727; 'support': 32}}
10,3,CNF,3,284,32,8,[35; 36],564,0.972795,0.843750,9,[X11 >= 0.111470 OR X13 < 0.084360 OR X17 >= 0.720730 OR X17 < -0.143290 OR X28 >= 0.496640] AND [X4 >= 0.067040 OR X15 < 0.000000] AND [X4 < 0.914040 OR X26 < 1.000000],{'0.0': {'precision': 0.8372093023255814; 'recall': 0.7128712871287128; 'f1-score': 0.770053475935829; 'support': 101}; '1.0': {'precision': 0.8535353535353535; 'recall': 0.9234972677595629; 'f1-score': 0.8871391076115486; 'support': 183}; 'accuracy': 0.8485915492957746; 'macro avg': {'precision': 0.8453723279304675; 'recall': 0.8181842774441379; 'f1-score': 0.8285962917736888; 'support': 284}; 'weighted avg': {'precision': 0.8477292578586387; 'recall': 0.8485915492957746; 'f1-score': 0.8454994991634933; 'support': 284}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.6666666666666666; 'f1-score': 0.761904761904762; 'support': 12}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.857487922705314; 'recall': 0.8083333333333333; 'f1-score': 0.8228128460686601; 'support': 32}; 'weighted avg': {'precision': 0.8496376811594202; 'recall': 0.84375; 'f1-score': 0.8380398671096347; 'support': 32}}
10,3,CNF,4,284,32,8,[35; 36],564,1.233285,0.687500,9,[X4 >= 0.067040 OR X33 < -0.018320] AND [X3 >= 0.070880 OR X5 < 0.022800 OR X13 < -0.127380 OR X29 >= 0.000000] AND [X18 < 0.576190 OR X25 >= -0.102340 OR X28 < 0.496640],{'0.0': {'precision': 0.6161616161616161; 'recall': 0.6039603960396039; 'f1-score': 0.61; 'support': 101}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7923497267759563; 'f1-score': 0.7880434782608696; 'support': 183}; 'accuracy': 0.7253521126760564; 'macro avg': {'precision': 0.6999726999727; 'recall': 0.69815506140778; 'f1-score': 0.6990217391304347; 'support': 284}; 'weighted avg': {'precision': 0.7241716748759002; 'recall': 0.7253521126760564; 'f1-score': 0.7247251990202083; 'support': 284}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.6666666666666666; 'f1-score': 0.6153846153846153; 'support': 12}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.7; 'f1-score': 0.7368421052631577; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6746031746031746; 'recall': 0.6833333333333333; 'f1-score': 0.6761133603238865; 'support': 32}; 'weighted avg': {'precision': 0.7003968253968254; 'recall': 0.6875; 'f1-score': 0.6912955465587043; 'support': 32}}
10,3,CNF,5,284,32,8,[35; 36],564,1.055024,0.593750,9,[X12 >= 0.000000 OR X15 >= 0.162280] AND [X3 >= 0.016310 OR X5 < 0.022800 OR X7 < -0.104010 OR X22 < -0.148150] AND [X4 >= 0.540400 OR X16 >= 0.590910 OR X27 >= 0.020330],{'0.0': {'precision': 0.6736842105263158; 'recall': 0.6336633663366337; 'f1-score': 0.6530612244897959; 'support': 101}; '1.0': {'precision': 0.8042328042328042; 'recall': 0.8306010928961749; 'f1-score': 0.8172043010752689; 'support': 183}; 'accuracy': 0.7605633802816901; 'macro avg': {'precision': 0.7389585073795599; 'recall': 0.7321322296164043; 'f1-score': 0.7351327627825324; 'support': 284}; 'weighted avg': {'precision': 0.7578053114005671; 'recall': 0.7605633802816901; 'f1-score': 0.7588294745431112; 'support': 284}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.5; 'f1-score': 0.48000000000000004; 'support': 12}; '1.0': {'precision': 0.6842105263157895; 'recall': 0.65; 'f1-score': 0.6666666666666667; 'support': 20}; 'accuracy': 0.59375; 'macro avg': {'precision': 0.5728744939271255; 'recall': 0.575; 'f1-score': 0.5733333333333334; 'support': 32}; 'weighted avg': {'precision': 0.6007085020242915; 'recall': 0.59375; 'f1-score': 0.5966666666666668; 'support': 32}}
10,3,CNF,6,285,31,8,[35; 36],564,0.779284,0.741935,10,[X14 < 1.000000 OR X16 < 0.590910 OR X26 < 1.000000] AND [X11 >= 0.351470 OR X14 >= 0.251920 OR X15 < 0.000000 OR X30 >= 0.442770] AND [X2 >= 0.328340 OR X4 >= 0.000000 OR X8 >= 0.684210],{'0.0': {'precision': 0.8923076923076924; 'recall': 0.5686274509803921; 'f1-score': 0.6946107784431137; 'support': 102}; '1.0': {'precision': 0.8; 'recall': 0.9617486338797814; 'f1-score': 0.8734491315136477; 'support': 183}; 'accuracy': 0.8210526315789474; 'macro avg': {'precision': 0.8461538461538463; 'recall': 0.7651880424300868; 'f1-score': 0.7840299549783807; 'support': 285}; 'weighted avg': {'precision': 0.8330364372469636; 'recall': 0.8210526315789474; 'f1-score': 0.8094438262041934; 'support': 285}},{'0.0': {'precision': 0.7142857142857143; 'recall': 0.45454545454545453; 'f1-score': 0.5555555555555556; 'support': 11}; '1.0': {'precision': 0.75; 'recall': 0.9; 'f1-score': 0.8181818181818182; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.7321428571428572; 'recall': 0.6772727272727272; 'f1-score': 0.6868686868686869; 'support': 31}; 'weighted avg': {'precision': 0.7373271889400922; 'recall': 0.7419354838709677; 'f1-score': 0.724991854024112; 'support': 31}}
10,3,CNF,7,285,31,8,[35; 36],564,0.853023,0.870968,7,[X3 >= -0.105260 OR X4 < 0.809200 OR X15 >= 0.402680] AND [X4 >= 0.067040] AND [X0 OR X23 < -0.250000 OR X25 >= -0.248430],{'0.0': {'precision': 0.8505747126436781; 'recall': 0.7254901960784313; 'f1-score': 0.783068783068783; 'support': 102}; '1.0': {'precision': 0.8585858585858586; 'recall': 0.9289617486338798; 'f1-score': 0.8923884514435695; 'support': 183}; 'accuracy': 0.856140350877193; 'macro avg': {'precision': 0.8545802856147684; 'recall': 0.8272259723561556; 'f1-score': 0.8377286172561762; 'support': 285}; 'weighted avg': {'precision': 0.8557187116170782; 'recall': 0.856140350877193; 'f1-score': 0.853263517498909; 'support': 285}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.7999999999999999; 'support': 11}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8762626262626263; 'recall': 0.8386363636363636; 'f1-score': 0.8523809523809524; 'support': 31}; 'weighted avg': {'precision': 0.8725969371130662; 'recall': 0.8709677419354839; 'f1-score': 0.8675883256528417; 'support': 31}}
10,3,CNF,8,285,31,8,[35; 36],564,1.305804,0.870968,10,[X6 >= 0.554320 OR X7 >= 0.090910 OR X9 >= 0.018290] AND [X17 >= -0.143290 OR X18 < -0.128080 OR X20 < 0.000000 OR X26 < 1.000000 OR X29 >= 0.086960] AND [X5 < 0.761600 OR X10 < 0.000000],{'0.0': {'precision': 0.8923076923076924; 'recall': 0.5686274509803921; 'f1-score': 0.6946107784431137; 'support': 102}; '1.0': {'precision': 0.8; 'recall': 0.9617486338797814; 'f1-score': 0.8734491315136477; 'support': 183}; 'accuracy': 0.8210526315789474; 'macro avg': {'precision': 0.8461538461538463; 'recall': 0.7651880424300868; 'f1-score': 0.7840299549783807; 'support': 285}; 'weighted avg': {'precision': 0.8330364372469636; 'recall': 0.8210526315789474; 'f1-score': 0.8094438262041934; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 1.0; 'f1-score': 0.9090909090909091; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.9166666666666667; 'recall': 0.8181818181818181; 'f1-score': 0.8434343434343434; 'support': 31}; 'weighted avg': {'precision': 0.8924731182795699; 'recall': 0.8709677419354839; 'f1-score': 0.862495927012056; 'support': 31}}
10,3,CNF,9,285,31,8,[35; 36],564,2.059020,0.838710,7,[X4 >= 0.067040] AND [X3 >= -0.027360 OR X9 >= -0.016220 OR X27 < -0.086690] AND [X0 OR X4 < 0.981220 OR X27 < -0.017690],{'0.0': {'precision': 0.9358974358974359; 'recall': 0.7156862745098039; 'f1-score': 0.8111111111111112; 'support': 102}; '1.0': {'precision': 0.8599033816425121; 'recall': 0.9726775956284153; 'f1-score': 0.9128205128205128; 'support': 183}; 'accuracy': 0.8807017543859649; 'macro avg': {'precision': 0.897900408769974; 'recall': 0.8441819350691095; 'f1-score': 0.861965811965812; 'support': 285}; 'weighted avg': {'precision': 0.8871012536916428; 'recall': 0.8807017543859649; 'f1-score': 0.8764192532613585; 'support': 285}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8505434782608696; 'recall': 0.7931818181818182; 'f1-score': 0.8102815177478581; 'support': 31}; 'weighted avg': {'precision': 0.8434431977559607; 'recall': 0.8387096774193549; 'f1-score': 0.8316026375014807; 'support': 31}}
10,3,CNF,0,284,32,4,[71; 71],564,23.848035,0.875000,7,[X11 >= 0.028250 OR X13 < 0.000000 OR X30 >= 0.442770] AND [X5 < 0.761600 OR X26 < 1.000000] AND [X3 < 0.496380 OR X5 >= 0.222800],{'0.0': {'precision': 0.8970588235294118; 'recall': 0.5980392156862745; 'f1-score': 0.7176470588235294; 'support': 102}; '1.0': {'precision': 0.8101851851851852; 'recall': 0.9615384615384616; 'f1-score': 0.8793969849246231; 'support': 182}; 'accuracy': 0.8309859154929577; 'macro avg': {'precision': 0.8536220043572985; 'recall': 0.779788838612368; 'f1-score': 0.7985220218740763; 'support': 284}; 'weighted avg': {'precision': 0.8413862806468441; 'recall': 0.8309859154929577; 'f1-score': 0.8213037016066246; 'support': 284}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.7999999999999999; 'support': 11}; '1.0': {'precision': 0.8695652173913043; 'recall': 0.9523809523809523; 'f1-score': 0.909090909090909; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8792270531400965; 'recall': 0.8398268398268398; 'f1-score': 0.8545454545454545; 'support': 32}; 'weighted avg': {'precision': 0.876207729468599; 'recall': 0.875; 'f1-score': 0.8715909090909089; 'support': 32}}
10,3,CNF,1,284,32,4,[71; 71],564,13.950048,0.843750,9,[X7 >= 0.090910 OR X14 >= 0.251920] AND [X16 < 1.000000 OR X18 < 0.000000 OR X32 < 0.906670] AND [X2 >= 0.871110 OR X11 >= 0.111470 OR X17 < -0.143290 OR X27 >= 0.020330],{'0.0': {'precision': 0.7319587628865979; 'recall': 0.696078431372549; 'f1-score': 0.71356783919598; 'support': 102}; '1.0': {'precision': 0.8342245989304813; 'recall': 0.8571428571428571; 'f1-score': 0.8455284552845529; 'support': 182}; 'accuracy': 0.7992957746478874; 'macro avg': {'precision': 0.7830916809085395; 'recall': 0.776610644257703; 'f1-score': 0.7795481472402664; 'support': 284}; 'weighted avg': {'precision': 0.7974953197879598; 'recall': 0.7992957746478874; 'f1-score': 0.7981341495062627; 'support': 284}},{'0.0': {'precision': 0.7142857142857143; 'recall': 0.9090909090909091; 'f1-score': 0.8; 'support': 11}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8095238095238095; 'f1-score': 0.8717948717948718; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8293650793650793; 'recall': 0.8593073593073592; 'f1-score': 0.8358974358974359; 'support': 32}; 'weighted avg': {'precision': 0.8653273809523809; 'recall': 0.84375; 'f1-score': 0.8471153846153846; 'support': 32}}
10,3,CNF,2,284,32,4,[71; 71],564,9.886083,0.812500,9,[X7 >= 0.014710 OR X9 >= 0.018290 OR X15 >= 0.000000 OR X26 < 0.410780 OR X32 >= 0.563610] AND [X11 >= 0.111470 OR X14 >= 0.251920] AND [X27 < 0.091760 OR X29 >= 0.086960],{'0.0': {'precision': 0.8554216867469879; 'recall': 0.696078431372549; 'f1-score': 0.7675675675675676; 'support': 102}; '1.0': {'precision': 0.845771144278607; 'recall': 0.9340659340659341; 'f1-score': 0.8877284595300261; 'support': 182}; 'accuracy': 0.8485915492957746; 'macro avg': {'precision': 0.8505964155127974; 'recall': 0.8150721827192415; 'f1-score': 0.8276480135487969; 'support': 284}; 'weighted avg': {'precision': 0.8492371841792228; 'recall': 0.8485915492957746; 'f1-score': 0.844572082839284; 'support': 284}},{'0.0': {'precision': 0.7272727272727273; 'recall': 0.7272727272727273; 'f1-score': 0.7272727272727273; 'support': 11}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.8571428571428571; 'f1-score': 0.8571428571428571; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.7922077922077921; 'recall': 0.7922077922077921; 'f1-score': 0.7922077922077921; 'support': 32}; 'weighted avg': {'precision': 0.8125; 'recall': 0.8125; 'f1-score': 0.8125; 'support': 32}}
10,3,CNF,3,284,32,4,[71; 71],564,4.702177,0.812500,8,[X11 >= 0.351470 OR X14 >= 0.251920 OR X29 < -0.173650] AND [X23 >= 0.299610 OR X24 < 0.717640 OR X26 < 1.000000] AND [X4 >= 0.067040 OR X8 >= 0.684210],{'0.0': {'precision': 0.8488372093023255; 'recall': 0.7227722772277227; 'f1-score': 0.7807486631016043; 'support': 101}; '1.0': {'precision': 0.8585858585858586; 'recall': 0.9289617486338798; 'f1-score': 0.8923884514435695; 'support': 183}; 'accuracy': 0.8556338028169014; 'macro avg': {'precision': 0.853711533944092; 'recall': 0.8258670129308012; 'f1-score': 0.8365685572725869; 'support': 284}; 'weighted avg': {'precision': 0.8551189093688275; 'recall': 0.8556338028169014; 'f1-score': 0.8526855689698425; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.6666666666666666; 'f1-score': 0.7272727272727272; 'support': 12}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9; 'f1-score': 0.8571428571428572; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8090909090909091; 'recall': 0.7833333333333333; 'f1-score': 0.7922077922077921; 'support': 32}; 'weighted avg': {'precision': 0.8113636363636364; 'recall': 0.8125; 'f1-score': 0.8084415584415585; 'support': 32}}
10,3,CNF,4,284,32,4,[71; 71],564,14.228793,0.687500,12,[X9 < -0.073980 OR X26 < 1.000000 OR X28 < 1.000000] AND [X8 >= 0.684210 OR X16 < -0.094830 OR X24 >= 0.717640 OR X26 < 0.160850 OR X28 >= 0.496640] AND [X6 >= 0.554320 OR X15 >= 0.402680 OR X18 < 0.000000 OR X22 >= 0.531760],{'0.0': {'precision': 0.7590361445783133; 'recall': 0.6237623762376238; 'f1-score': 0.6847826086956522; 'support': 101}; '1.0': {'precision': 0.8109452736318408; 'recall': 0.8907103825136612; 'f1-score': 0.8489583333333333; 'support': 183}; 'accuracy': 0.795774647887324; 'macro avg': {'precision': 0.784990709105077; 'recall': 0.7572363793756425; 'f1-score': 0.7668704710144927; 'support': 284}; 'weighted avg': {'precision': 0.7924846326656214; 'recall': 0.795774647887324; 'f1-score': 0.7905718960502144; 'support': 284}},{'0.0': {'precision': 0.6; 'recall': 0.5; 'f1-score': 0.5454545454545454; 'support': 12}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8; 'f1-score': 0.761904761904762; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6636363636363636; 'recall': 0.65; 'f1-score': 0.6536796536796536; 'support': 32}; 'weighted avg': {'precision': 0.6795454545454546; 'recall': 0.6875; 'f1-score': 0.6807359307359307; 'support': 32}}
10,3,CNF,5,284,32,4,[71; 71],564,39.809760,0.843750,6,[X4 >= 0.067040] AND [X7 >= -0.672730 OR X9 >= 0.096100 OR X31 < -0.780570] AND [X9 < -0.073980 OR X26 < 1.000000],{'0.0': {'precision': 0.9230769230769231; 'recall': 0.8316831683168316; 'f1-score': 0.8749999999999999; 'support': 101}; '1.0': {'precision': 0.9119170984455959; 'recall': 0.9617486338797814; 'f1-score': 0.9361702127659576; 'support': 183}; 'accuracy': 0.9154929577464789; 'macro avg': {'precision': 0.9174970107612594; 'recall': 0.8967159010983066; 'f1-score': 0.9055851063829787; 'support': 284}; 'weighted avg': {'precision': 0.9158859093180045; 'recall': 0.9154929577464789; 'f1-score': 0.9144160173808811; 'support': 284}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.6666666666666666; 'f1-score': 0.761904761904762; 'support': 12}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.857487922705314; 'recall': 0.8083333333333333; 'f1-score': 0.8228128460686601; 'support': 32}; 'weighted avg': {'precision': 0.8496376811594202; 'recall': 0.84375; 'f1-score': 0.8380398671096347; 'support': 32}}
